CD8T	Malignant	Mono/Macro	Tprolif	B
ALG14	0.00966	0.05812	0.01664	0.01511	0.07713
ALG1L	0.00882	0.0421	0.00382	0	0.00293
ALG1L9P	0.07002	0.08122	0.08586	0.07559	0.11978
ALG2	0.08385	0.07381	0.08156	0.05458	0.16434
ALG3	0.06992	0.30361	0.15653	0.20781	0.3215
ALG5	0.06123	0.13648	0.12963	0.17717	0.28558
ALG6	0.06589	0.07484	0.04773	0.01669	0.03528
ALG8	0.09939	0.24639	0.10746	0.20607	0.13637
ALG9	0.0447	0.10984	0.04963	0.13658	0.161
ALKBH1	0.00611	0.01475	0.00221	0.0098	0.00597
ALKBH2	0.0227	0.07342	0.02704	0.02931	0.0074
ALKBH3	0.02755	0.05287	0.05424	0.18187	0.17278
ALKBH4	0.11517	0.14618	0.09783	0.12993	0.08646
ALKBH5	0.09234	0.09499	0.08072	0.1213	0.11141
ALKBH6	0.06133	0.03637	0.01723	0.02473	0.01883
ALKBH7	0.19354	0.21972	0.22172	0.34325	0.36089
ALKBH8	0.00708	0.03038	0.02878	0.05146	0.00893
ALMS1	0.1142	0.1381	0.06197	0.17972	0.08948
ALMS1-IT1	0.027	0.0329	0.03509	0.02831	0.02244
ALOX12P2	0.01734	0.02118	0.00467	0	0.00375
ALOX15	0.00211	0.00071	0.00642	0.00085	0.00403
ALOX5	0.00165	0.00217	0.10436	0.03002	0.0268
ALOX5AP	0.62944	0.0102	0.08149	0.50757	0.16163
ALPK1	0.04941	0.04283	0.13704	0.04718	0.03779
ALPK2	0.00628	0.05037	0.02843	0.00086	0.00457
ALPK3	0.00012	0.00921	0.02023	0	0.00219
ALPL	0	0.01629	0.01093	0	0.00197
ALPP	0.03699	0.01944	0.02439	0.00979	0.02525
ALS2	0.04883	0.1354	0.0604	0.0434	0.02079
ALS2CL	0.01264	0.11322	0.0247	0.00275	0.0056
C2CD6	0.00296	0.00258	0.00332	0	0
ALS2CR12	0.00213	0.02811	0.03139	0.00202	0.02589
ALX1	0	0.01173	0.00094	0	0
ALYREF	0.05197	0.05796	0.0567	0.18798	0.03761
AMACR	0.00602	0.01189	0.00469	0	0
AMBP	0.73433	2.96703	1.59633	0.19408	0.22255
AMBRA1	0.06246	0.09625	0.04988	0.07758	0.03433
AMD1	0.38305	0.21063	0.34059	0.47559	0.23983
AMDHD1	0.01258	0.1135	0.01709	0.00073	8e-04
AMDHD2	0.03031	0.05252	0.2623	0.14522	0.06361
AMER1	0.01349	0.035	0.0088	0.04017	0.01271
AMER2	0.00085	0.00061	0.00209	0.00835	0.01451
AMER3	0.00603	0.00435	5e-04	0.00787	0.00537
AMFR	0.09336	0.1648	0.07575	0.0776	0.09133
AMIGO1	0	0.00536	0	0	0
AMIGO2	0.07505	0.0053	0.0019	0.02834	0.02508
AMIGO3	0.00115	0.00654	0.00501	0	0.0128
AMMECR1	0.10168	0.04712	0.0677	0.0323	0.0413
AMMECR1L	0.08269	0.05774	0.04556	0.07861	0.05934
AMN	0.00576	0.03393	0.0078	0	0.00032
AMN1	0.02318	0.0289	0.01887	0.00937	0.01038
AMOT	0.00229	0.01314	0.00451	0.01716	0.00713
AMOTL1	0.01012	0.05187	0.02449	0	0.00435
AMOTL2	0.00166	0.06854	0.02281	0.00933	0
AMPD1	0	0.00021	0	0	0.05739
AMPD2	0.04635	0.1328	0.11009	0.11325	0.03828
AMPD3	0.03277	0.01631	0.14869	0.05748	0.04175
AMT	0.03984	0.1823	0.05432	0.02356	0.02546
AMY2B	0.01755	0.04262	0.03433	0.00982	0.01505
AMZ1	0.02222	0.02666	0.03406	0.01257	0.02301
AMZ2	0.21071	0.12235	0.09663	0.4016	0.12738
AMZ2P1	0.04304	0.03005	0.06901	0.039	0.03469
ANAPC1	0.06947	0.10219	0.08314	0.19772	0.0695
ANAPC10	0.02203	0.02208	0.00752	0.02633	0.03122
ANAPC11	0.35868	0.44566	0.28312	1.24128	0.41055
ANAPC13	0.06266	0.1256	0.11861	0.14117	0.08764
ANAPC15	0.13218	0.08936	0.07486	0.42692	0.08951
ANAPC16	0.99927	0.67515	0.58667	1.0349	1.05329
ANAPC1P1	0.00996	0.00161	0	0.00903	0.00428
ANAPC2	0.00784	0.00222	0	0.00638	0.00016
ANAPC4	0.1549	0.12412	0.13034	0.20857	0.12224
ANAPC5	0.27773	0.40538	0.25262	0.50296	0.52713
ANAPC7	0.21605	0.24329	0.1724	0.31039	0.13472
ANG	0.03642	0.31043	0.07573	0.03801	0.04216
ANGEL1	0.02067	0.06043	0.04774	0.00244	0.02929
ANGEL2	0.09529	0.12202	0.07475	0.25146	0.11734
ANGPT1	0.01473	0.02469	0.02241	0.00413	0
ANGPT2	0.08786	0.07518	0.07163	0.0418	0.09613
ANGPT4	0.00212	0.00324	0.00056	0.00278	0.00122
ANGPTL1	0.0026	0.00299	0.00554	0	0
ANGPTL2	0	0.01093	0	0	0
ANGPTL3	0.11557	0.88844	0.2095	0.07418	0.05215
ANGPTL4	0.01035	0.08343	0.05668	0.0019	0.01157
ANGPTL6	0.00038	0.00639	0.00438	0.05326	0.0329
ANK2	0.01208	0.062	0.04255	0	0.00187
ANK3	0.0347	0.05897	0.01796	0.05144	0.02727
ANKAR	0.02928	0.03213	0.0256	0.00175	0.03507
ANKDD1A	0.01183	0.00319	0.01047	0	0.04196
ANKEF1	0.00708	0.02037	0.02104	0.00287	0.01585
ANKFY1	0.09124	0.04928	0.07778	0.09893	0.04037
ANKH	0.21014	0.40567	0.42613	0.19729	0.12373
ANKHD1	0.13256	0.1589	0.12242	0.17766	0.13182
ANKIB1	0.30783	0.18896	0.1723	0.20625	0.26594
ANKK1	0.00908	0.00998	0.01294	0.0066	0.00962
ANKLE1	0.06151	0.08052	0.07107	0.09455	0.06971
ANKLE2	0.22146	0.16084	0.12389	0.35184	0.12275
ANKMY1	0.0226	0.03186	0.02231	0	0.0222
ANKMY2	0.02726	0.07698	0.05668	0.09085	0.07559
ANKRA2	0.13175	0.11335	0.09037	0.06106	0.09404
ANKRD1	0.01387	0.04253	0.02949	0.00353	0
ANKRD10	0.18687	0.15387	0.18757	0.2185	0.15808
ANKRD11	0.89077	0.55711	0.61616	0.87796	0.8039
ANKRD12	1.61019	1.04216	1.31074	1.36522	1.93499
ANKRD13A	0.18712	0.15819	0.12316	0.42438	0.34498
ANKRD13B	0.01199	0.00806	0.00047	0.00167	0.0067
ANKRD13C	0.1317	0.09249	0.0391	0.10601	0.09739
ANKRD13D	0.09173	0.05178	0.16743	0.14657	0.03568
ANKRD16	0.23197	0.31536	0.24573	0.19014	0.33785
ANKRD17	0.48035	0.3121	0.48558	0.54349	0.46944
ANKRD18A	0.00619	0.05118	0.00267	0.00067	0.00709
ANKRD18B	0.00034	0.00216	0	0	0.00156
ANKRD18CP	0.00289	0.02362	3e-04	0.00319	0.00689
ANKRD18DP	0	0.00261	0	0	0
ANKRD20A11P	0.00326	0.0023	0.00177	0.01287	0.06236
ANKRD20A19P	0.0022	0.00115	0	0.00033	0.00203
ANKRD20A4	0.00647	0.00997	0.00359	0.01548	0.00585
ANKRD20A5P	0.07295	0.03209	0.00981	0.02758	0.13045
ANKRD20A8P	0.02126	0.0328	0.00619	0.02594	0.00076
ANKRD20A9P	0.03833	0.03284	0.01028	0.05063	0.11332
ANKRD22	0.02651	0.03613	0.17074	0.01374	0.03206
ANKRD23	0.03887	0.03581	0.01185	0.00139	0.03061
ANKRD24	0.0029	0.01162	0.02282	0.00523	0.00081
ANKRD26	0.15088	0.30568	0.24212	0.29952	0.13425
ANKRD26P1	0.00033	0.01064	0.00084	0.00056	0.00042
ANKRD27	0.14827	0.0719	0.0457	0.01715	0.02131
ANKRD28	0.07163	0.11018	0.06514	0.1201	0.34352
ANKRD29	0.00389	0.02307	0.01013	0	0.00097
ANKRD30A	0.00084	0.02539	0.00137	0.00056	0.00373
ANKRD30B	0	0.00067	0	0	0.00615
ANKRD30BL	0.06095	0.05539	0.03017	0.03281	0.0724
ANKRD30BP2	0.06138	0.10098	0.08906	0.0823	0.16548
ANKRD31	0.0035	0.00261	0	0.00093	0.00025
ANKRD33	0.00075	0.00568	0.00067	0	0
ANKRD33B	0.00416	0.01268	0.01107	0.043	0.0046
ANKRD34A	0.00803	0.00196	0	0.01044	0.00779
ANKRD35	0.07107	0.03523	0.01099	0.08963	0.00679
ANKRD36	0.31983	0.27011	0.23024	0.4465	0.53199
ANKRD36B	0.27295	0.23843	0.22009	0.30098	0.49993
ANKRD36BP1	0.00113	0.0052	0.00187	0	0
ANKRD36BP2	0.05426	0.01715	0.00532	0.0776	1.28491
ANKRD36C	0.54324	0.27165	0.4111	0.87407	0.85005
ANKRD37	0.03278	0.0251	0.03221	0.04252	0.11176
ANKRD39	0.06722	0.07013	0.02519	0.10901	0.0757
ANKRD40	0.08626	0.10266	0.08424	0.13869	0.04135
ANKRD42	0.08394	0.05098	0.04691	0.02328	0.08059
ANKRD44	0.46481	0.05144	0.17303	0.47519	0.32493
ANKRD44-IT1	0.05568	0.00581	0.02014	0.03484	0.03535
ANKRD45	0.06184	0.10934	0.06602	0.05025	0.07653
ANKRD46	0.02857	0.04823	0.03354	0.02095	0.01501
ANKRD49	0.18118	0.17669	0.12632	0.15856	0.31803
ANKRD50	0.00379	0.07089	0.04461	0.01502	0.00422
ANKRD52	0.08038	0.11473	0.0541	0.13268	0.08112
ANKRD53	0.00144	0.00226	0.00888	0	0.02082
ANKRD54	0.02638	0.06574	0.04152	0.06728	0.01971
ANKRD6	0.00241	0.07055	0.02925	0	0.00502
ANKRD60	0.00906	0.00364	0.0012	0	0.00495
ANKRD62	0.09119	0.10422	0.10801	0.07869	0.06676
ANKRD62P1-PARP4P3	0	0.0022	0	0	0
ANKRD65	0.02208	0.07858	0.01504	0.01418	0.00547
ANKRD9	0.01167	0.03384	0.0327	0.00033	0
ANKS1A	0.03808	0.08697	0.16931	0.11034	0.05545
ANKS1B	0.00954	0.00912	0	0.04167	0.00052
ANKS3	0.0432	0.04184	0.01318	0.09434	0.02142
ANKS4B	0.00865	0.04881	0.01474	0.00263	0.00599
ANKS6	0.01151	0.03052	0.02942	0.00433	0.01536
ANKZF1	0.21421	0.38867	0.20559	0.15946	0.23227
ANLN	0.0219	0.03881	0.02092	0.56535	0.02018
ANO1	0.01745	0.03564	0.01277	0	0.00031
ANO10	0.02314	0.11523	0.12591	0.00892	0.02864
ANO3	0.00049	0.00733	0.00105	0	0
ANO5	0.00425	0.04151	0.0193	0.00083	0
ANO6	0.15885	0.33764	0.26517	0.11374	0.04099
ANO7	0.00528	0.02047	0.00309	0.00119	0.00219
ANO8	0.01802	0.01483	0.01229	0.01846	0.01418
ANO9	0.18331	0.09058	0.05552	0.10176	0.10073
ANP32A	0.26049	0.2948	0.43338	0.63512	0.23431
ANP32AP1	0.00505	0.001	0.00204	0.00514	0.00036
ANP32B	0.64532	0.30611	0.95837	1.68152	0.61571
ANP32C	0	0.00015	0.00276	0.00084	0
ANP32E	0.37634	0.26869	0.25492	1.41137	0.25864
ANPEP	0.07393	0.37203	0.19896	0.04732	0.00063
ANTXR1	0	0.0047	0.0112	0	0
ANTXR2	0.07724	0.04677	0.06262	0.01859	0.04406
ANTXRLP1	0.03989	0.00449	0.00096	0	0.00245
ANXA1	0.30902	0.01415	0.52893	0.29317	0.05833
ANXA10	0.00495	0.03261	0.02725	0	3e-04
ANXA11	0.45289	0.32228	0.29538	0.58272	0.22822
ANXA13	0.00073	0.0048	0.00137	0	0
ANXA2	0.24728	0.6793	0.87243	0.69352	0.18796
ANXA2P1	0.00055	0.00105	0	0.00068	0
ANXA2P2	0.03997	0.04634	0.03905	0.01264	0.03234
ANXA2P3	0.03674	0.13941	0.22257	0.10025	0.03693
ANXA2R	0.10761	0.0219	0.00496	0.07973	0.03722
ANXA4	0.04962	0.20726	0.13823	0.0578	0.06168
ANXA5	0.2199	0.24177	0.73788	0.84647	0.3912
ANXA6	0.45441	0.25723	0.16219	0.73302	0.50873
ANXA7	0.18782	0.39047	0.2121	0.32552	0.15098
ANXA9	0.00842	0.16016	0.06955	0.00087	0.00103
AOAH	0.3336	0.01076	0.35205	0.17604	0.08257
AOC2	0	0.00552	0.00612	0.0024	0
AOC3	0.00524	0.00537	0.00163	0	0
AOC4P	0.01302	0.02941	0.02534	0.0058	0.02354
AOX1	0.1204	0.82188	0.11814	0.06228	0.06402
AP1AR	0.09895	0.11526	0.11883	0.04019	0.02659
AP1B1	0.17	0.212	0.60358	0.39558	0.23995
AP1G1	0.3338	0.20403	0.24356	0.39073	0.3029
AP1G2	0.27851	0.09406	0.07183	0.35792	0.26747
AP1M1	0.15851	0.17677	0.15132	0.29177	0.08748
AP1M2	0.01192	0.07537	0.00461	0	0
AP1S1	0.00304	0.01614	0.01991	0.00655	0
AP1S2	0.12893	0.02161	0.28179	0.21343	0.04459
AP1S3	0.32209	0.35593	0.40202	0.36715	0.38909
AP2A1	0.05764	0.05099	0.03172	0.05694	0.01573
AP2A2	0.1363	0.23145	0.5281	0.20002	0.12544
AP2B1	0.25182	0.13014	0.14159	0.44093	0.17933
AP2M1	0.36846	0.46292	0.47687	0.74362	0.36037
AP2S1	0.36863	0.40511	0.71228	0.86635	0.41136
AP3B1	0.30574	0.21016	0.43029	0.55373	0.30785
AP3D1	0.42949	0.70282	0.55011	0.66049	0.58612
AP3M1	0.26843	0.30111	0.32646	0.24472	0.26541
AP3M2	0.09038	0.06933	0.06702	0.05888	0.04403
AP3S1	0.19564	0.23964	0.154	0.16045	0.27706
AP3S2	3e-04	0.00128	0	0	0.00604
AP4B1	0.08161	0.04782	0.07187	0.11104	0.04878
AP4B1-AS1	0.08681	0.07391	0.10885	0.04038	0.06241
AP4E1	0.13485	0.14059	0.14045	0.06902	0.19173
AP4M1	0.025	0.03919	0.00302	0.05782	0.05855
AP4S1	0.17534	0.22437	0.21088	0.11072	0.20001
AP5B1	0.14714	0.18324	0.1642	0.19146	0.12856
AP5M1	0.041	0.06166	0.06057	0.04402	0.03424
AP5S1	0.0689	0.09377	0.1971	0.2481	0.08466
AP5Z1	0.07527	0.09789	0.08209	0.06326	0.051
APAF1	0.04485	0.06223	0.1579	0.21799	0.08553
APBA1	0.00116	0.01804	0.02171	0.00275	0.01355
APBA2	0.02705	0.00663	0	0.03344	0.01538
APBA3	0.03903	0.03891	0.06123	0.05767	0.05764
APBB1	0.11433	0.07794	0.01081	0.04647	0.00237
APBB1IP	0.5098	0.09492	0.31623	0.54616	0.22227
APBB2	0.01348	0.182	0.02225	0.02221	0.00106
APBB3	0.03755	0.21874	0.1021	0.13464	0.08783
APC	0.3003	0.22968	0.25338	0.31053	0.18271
APCDD1	0	0.01689	0	0.01642	0
APCS	0.17647	1.07436	0.35941	0.06101	0.02737
APEH	0.19546	0.28377	0.13093	0.35185	0.18213
APEX1	0.09821	0.20697	0.16935	0.18593	0.10226
APEX2	0.04164	0.05195	0.04432	0.09202	0.01507
APH1A	0.10289	0.14994	0.1899	0.07891	0.04957
APH1B	0.03116	0.03075	0.06162	0.00558	0.04825
API5	0.15335	0.18652	0.09228	0.35338	0.12942
APIP	0.09637	0.13198	0.13033	0.08736	0.05634
APLF	0.01055	0.0491	0.01961	0.00367	0.04436
APLN	0.00248	0.00494	0.00337	0	0
APLNR	0	0.00469	5e-04	0	0
APLP1	0.01073	0.02542	0.01999	0.00135	0.01482
APLP2	0.26042	1.00443	0.9835	0.19083	0.15488
APMAP	0.39934	0.65313	0.34583	0.27376	0.20753
APOA1	0.89036	2.78457	1.63427	0.33236	0.30484
APOA1-AS	0.00037	0.00434	0.00226	0.00105	0.00512
APOA2	1.90571	5.57148	3.70853	0.90748	0.80282
APOA4	0.00933	0.00506	0	0	0.025
APOA5	0.0316	0.17095	0.04456	0.00383	0.00566
APOB	1.17558	3.62041	1.83796	0.43942	0.48026
APOBEC3A	0.0519	0.05142	0.06557	0.0556	0.05463
APOBEC3B	0	0.00173	0	0.00062	0
APOBEC3B-AS1	0.00323	0.0022	0	0	0.00881
APOBEC3C	0.31914	0.02504	0.07689	0.63177	0.33639
APOBEC3D	0.12495	0.01058	0.02976	0.13296	0.08344
APOBEC3F	0.13259	0.04613	0.05088	0.19595	0.17806
APOBEC3G	0.30598	0.01294	0.03672	0.27694	0.08774
APOBEC3H	0.03499	0.003	0.00843	0.04452	0.03366
APOBR	0.10315	0.01613	0.15989	0.11951	0.02007
APOC1	0.81678	2.92093	2.14626	0.40363	0.27324
APOC1P1	0.02162	0.08492	0.03338	0.01175	0.00739
APOC3	0.73958	2.14894	1.286	0.30846	0.22934
APOD	0.00218	0.01393	0.01455	0	0
APOE	1.22329	3.70603	2.85632	0.4323	0.42571
APOF	0.00918	0.03208	0.0077	0.00083	0.00363
APOH	0.61775	2.76856	1.27483	0.23961	0.14588
APOL1	0.29801	0.52117	0.38954	0.24574	0.54465
APOL2	0.24896	0.23279	0.21978	0.39395	0.47751
APOL3	0.2999	0.08302	0.16964	0.43805	0.3044
APOL4	0.03917	0.03261	0.03637	0.00862	0.01427
APOL5	0	0.00257	0	0.00102	0
APOL6	0.89611	0.50839	0.45791	0.7078	1.01916
APOLD1	0.1699	0.04617	0.0484	0.45173	0.13297
APOM	0.05294	0.47193	0.16749	0.00995	0.01865
APOO	0.03886	0.04519	0.04946	0.09334	0.01029
APOOL	0.21201	0.26872	0.17134	0.17642	0.19395
APOPT1	0.28288	0.23908	0.1809	0.29042	0.24686
APP	0.08174	0.28872	0.14915	0.02151	0.01838
APPBP2	0.07634	0.11293	0.10538	0.09712	0.05204
APPL1	0.19842	0.27505	0.29988	0.21221	0.15988
APPL2	0.10209	0.10717	0.19645	0.07174	0.08961
APRT	0.85951	0.47368	0.45062	1.05708	0.66299
APTX	0.08381	0.08099	0.04946	0.16513	0.11421
AQP1	0.00088	0.00922	0	0	0
AQP11	0.0155	0.05485	0.00728	0.00037	0
AQP3	0.02413	0.03366	0.02043	0.03759	0.09916
AQP4-AS1	0.00145	0.00352	0.00574	0.00415	0.00094
AQP6	0.004	0.00649	0.00654	0.00112	0.00204
AQP7	0	0.02029	0.00174	0.00083	0.02485
AQP7P1	0.01721	0.04198	0.00369	0	0.00305
AQP8	0	0.00341	0	0	0
AQP9	0.10404	0.64007	0.1314	0.08435	0.04123
AQR	0.12059	0.09326	0.03817	0.23875	0.09433
AR	0.04576	0.53109	0.08604	0.01436	0.00626
ARAF	0.13902	0.41021	0.1421	0.21101	0.15402
ARAP1	0.05011	0.11498	0.242	0.06607	0.05717
ARAP2	0.57053	0.08987	0.1622	0.41532	0.19449
ARAP3	0	0.00841	0.02415	0	0
ARCN1	0.17125	0.22256	0.20765	0.30997	0.35513
AREL1	0.07846	0.10018	0.16121	0.11408	0.04742
ARF1	0.44035	0.5121	0.3976	0.69331	0.54395
ARF3	0.24891	0.19617	0.20713	0.21363	0.18305
ARF4	0.08009	0.2275	0.17217	0.22283	0.37921
ARF5	0.17495	0.16987	0.17387	0.21559	0.10943
ARF6	0.46549	0.17213	0.22258	0.62362	0.24968
ARFGAP1	0.20819	0.26626	0.23052	0.32446	0.34465
ARFGAP2	0.31844	0.42687	0.34392	0.34915	0.2578
ARFGAP3	0.20177	0.24744	0.205	0.37378	0.52489
ARFGEF1	0.34579	0.26447	0.3159	0.51045	0.31855
ARFGEF2	0.20673	0.43231	0.26991	0.20707	0.43388
ARFIP1	0.12685	0.10852	0.10355	0.18147	0.04512
ARFIP2	0.17033	0.20852	0.16135	0.13248	0.18479
ARFRP1	0.14224	0.22846	0.21356	0.24503	0.14761
ARG1	0.16982	0.76904	0.34263	0.0411	0.002
ARG2	0.03818	0.01517	0.01558	0.01248	0
ARGFX	0.13248	0.16682	0.15758	0.09096	0.14422
ARGLU1	1.22405	0.61571	0.64693	1.35874	0.9851
ARHGAP1	0.17979	0.22166	0.15951	0.14244	0.11151
ARHGAP10	0.04879	0.00884	0.0876	0.12831	0.01353
ARHGAP11A	0.1265	0.08731	0.07527	1.008	0.02955
AC091057.1	0.01395	0.00763	0.00638	0.20969	0.01419
ARHGAP12	0.14256	0.27285	0.15044	0.08788	0.10027
ARHGAP15	0.3215	0.00853	0.06013	0.3815	0.23245
ARHGAP17	0.1143	0.08555	0.2075	0.17668	0.02525
ARHGAP18	0.24597	0.03479	0.50282	0.17057	0.17542
ARHGAP19	0.02855	0.01674	0.00052	0.17929	0.02976
ARHGAP20	0.00799	0.01254	0.00436	0.0019	0
ARHGAP21	0.1236	0.40142	0.3904	0.19197	0.21936
ARHGAP22	0.00766	0.00586	0.10794	0	0.01078
ARHGAP24	0.01335	0.02584	0.04588	0.02741	0.04023
ARHGAP25	0.56089	0.02596	0.29856	0.61993	0.33291
ARHGAP26	0.37977	0.18526	0.37467	0.34501	0.20767
ARHGAP27	0.08188	0.02523	0.07081	0.06518	0.12052
ARHGAP28	0.00059	0.01126	0.00165	0.03177	0.00043
ARHGAP29	0.02812	0.24159	0.08206	0.00568	0.01701
ARHGAP30	0.66851	0.03581	0.50877	0.68604	0.28924
ARHGAP31	0.01016	0.02774	0.11143	0.04619	0.05672
ARHGAP32	0.0339	0.10978	0.04162	0.003	0.01947
ARHGAP33	0.01689	0.02678	0.0117	0.18076	0.01107
ARHGAP35	0.20683	0.37891	0.19714	0.11399	0.09658
ARHGAP39	0.00533	0.01595	0.01075	0	0
ARHGAP4	0.40337	0.07767	0.52202	0.40308	0.34575
ARHGAP42	0.00804	0.05042	0.0158	0.00056	0.01805
ARHGAP44	0.00575	0.01082	0	0.01459	0
ARHGAP5	0.16415	0.39111	0.43537	0.13698	0.10333
ARHGAP5-AS1	0	0.00614	0.00388	0.00135	0
ARHGAP6	0.00023	0.00182	0.01737	0	0
ARHGAP9	0.53266	0.02492	0.14028	0.58275	0.41889
ARHGDIA	0.49593	0.39942	0.7229	0.80912	0.464
ARHGDIB	1.91043	0.12988	0.93073	2.58618	1.02408
ARHGEF1	0.15791	0.04111	0.10983	0.20848	0.1056
ARHGEF10	0	0.00426	0.01007	0	0
ARHGEF10L	0.04765	0.27167	0.14731	0.02442	0.00678
ARHGEF11	0.02482	0.19781	0.24814	0.0572	0.0122
ARHGEF12	0.27483	0.67466	0.36238	0.27079	0.10058
ARHGEF15	0	0.00447	0	0	0
ARHGEF16	0.00621	0.01196	0.00122	0	0.00878
ARHGEF17	0	0.021	0	0	0
ARHGEF18	0.10494	0.1024	0.10071	0.15038	0.07774
ARHGEF19	0.00677	0.02161	0.01886	0.01929	0.05277
ARHGEF2	0.09321	0.06937	0.19501	0.12031	0.17234
ARHGEF25	0.00071	0.00231	0.00132	0	0
ARHGEF26	0.02609	0.12806	0.04484	0.00815	0.00153
ARHGEF26-AS1	0.17716	0.1997	0.14048	0.13401	0.18948
ARHGEF28	0.03215	0.17295	0.02465	0.01656	0.00845
ARHGEF3	0.23551	0.05218	0.07858	0.18838	0.07672
ARHGEF34P	0	0.00184	0	0	0
ARHGEF35	0.01189	0.04192	0.00658	0.00912	0.03934
ARHGEF37	0.0119	0.06608	0.01622	0.03128	0
ARHGEF39	0.13252	0.1681	0.12859	0.12909	0.13785
ARHGEF4	0.00237	7e-04	0	0	0
ARHGEF40	0.0527	0.20617	0.13183	0.03756	0.04814
ARHGEF5	0.025	0.07948	0.04374	0.011	0.06792
ARHGEF6	0.28129	0.06172	0.17199	0.48926	0.15768
ARHGEF7	0.1832	0.12448	0.18154	0.27833	0.2108
ARHGEF9	0.08941	0.06054	0.05235	0.09808	0.04238
ARID1A	0.48034	0.30052	0.29655	0.49312	0.39834
ARID1B	0.1613	0.17569	0.18265	0.28006	0.18419
ARID2	0.16969	0.17402	0.06098	0.377	0.20075
ARID3A	0.03416	0.08719	0.11383	0.04702	0.15193
ARID3B	0.03264	0.02956	0.01086	0.08324	0.08575
ARID4A	0.45535	0.34593	0.55511	0.49239	0.47187
ARID4B	0.69208	0.52297	0.47632	0.88097	0.70933
ARID5A	0.18275	0.10002	0.14331	0.33044	0.16203
ARID5B	0.61074	0.15069	0.17895	0.63346	0.54418
ARIH1	0.18456	0.16775	0.1488	0.11255	0.12419
ARIH2	0.24559	0.26964	0.26462	0.34582	0.26999
ARIH2OS	0.19653	0.18482	0.16573	0.1798	0.24333
ARL1	0.12996	0.20185	0.16011	0.09803	0.20649
ARL10	0.0162	0.03315	0.01883	0.00874	0.02544
ARL11	0.10819	0.13928	0.17173	0.11358	0.19276
ARL13B	0.03897	0.07173	0.04642	0.07813	0.02101
ARL14EP	0.17044	0.12996	0.1918	0.14887	0.33763
ARL15	0.0366	0.00897	0.00829	0.00495	0.0059
ARL16	0.17944	0.19553	0.17447	0.15397	0.11859
ARL17A	0.03271	0.0525	0.01663	0.01309	0.02532
ARL2	0.13425	0.12087	0.19057	0.34565	0.09082
ARL2BP	0.06982	0.13714	0.09304	0.17176	0.20387
ARL3	0.11511	0.10675	0.05328	0.19421	0.08666
ARL4A	0.14308	0.20006	0.16035	0.23277	0.05584
ARL4C	0.91574	0.06588	0.83584	0.60496	0.36464
ARL4D	0.00651	0.11855	0.01964	0.00905	0
ARL5A	0.15823	0.22627	0.19111	0.31643	0.37663
ARL5B	0.03472	0.03489	0.03714	0.02535	0.03001
ARL6	0.00408	0.01154	0.00474	0.00359	0.0016
ARL6IP1	0.62213	0.54057	0.48884	1.6357	0.39047
ARL6IP4	0.56345	0.45093	0.51995	1.01608	0.56623
ARL6IP5	0.8142	0.18379	0.42732	0.84767	0.48056
ARL6IP6	0.02561	0.02162	0.02111	0.04168	0.01546
ARL8A	0.05545	0.08614	0.12889	0.10712	0.08663
ARL8B	0.0821	0.22	0.21712	0.20979	0.13617
ARMC1	0.09257	0.18323	0.0819	0.16327	0.0968
ARMC10	0.19136	0.26389	0.22388	0.24957	0.15965
ARMC12	0	0.00332	0	0	0
ARMC2	0.00714	0.02205	0.01369	0.05453	0.0153
ARMC4	0.00339	0.00149	0	0.00094	0
ARMC4P1	0.00565	0.00962	0.00174	0.00174	0.00433
ARMC5	0.04106	0.04206	0.04877	0.09777	0.02358
ARMC6	0.07188	0.08915	0.05911	0.20058	0.03948
ARMC7	0.04985	0.0438	0.03174	0.10405	0.0311
ARMC8	0.06341	0.07795	0.09139	0.07669	0.02467
ARMC9	0.2384	0.28588	0.33467	0.16475	0.23134
ARMCX1	0.00375	0.0057	0.04626	0.01484	0
ARMCX2	0	0.00353	0.01537	0.00034	0.01511
ARMCX3	0.09591	0.06117	0.14042	0.12743	0.20271
ARMCX4	0.0074	0.02647	0.04631	0.003	0.01675
ARMCX5	0.01657	0.03748	0.01795	0.02145	0.03043
ARMCX6	0.11617	0.05374	0.13612	0.25	0.12888
ARNT	0.08846	0.15792	0.15474	0.05086	0.02362
ARNT2	0.02181	0.02951	0.07281	0	0
ARNTL	0.27674	0.07615	0.06406	0.06229	0.0864
ARNTL2	0.13629	0.18705	0.15697	0.1252	0.11447
ARPC1A	0.07167	0.26913	0.15081	0.10375	0.12285
ARPC1B	0.77376	0.32045	1.11755	1.12613	0.32944
ARPC2	1.81699	0.61336	1.23816	2.92092	1.27418
ARPC3	0.41467	0.28705	0.64039	0.67885	0.32103
ARPC4	0.66227	0.36965	0.6731	1.1932	0.53401
ARPC5	0.34934	0.378	0.64781	0.93776	0.36441
ARPC5L	0.44723	0.13205	0.08102	0.74855	0.42321
ARPP19	0.52871	0.35751	0.39334	0.78177	0.45851
ARPP21	0.00067	0.01252	0.00344	0	0
ARRB1	0.03432	0.02518	0.1465	0.07358	0.0071
ARRB2	0.1957	0.08676	0.36321	0.19247	0.11698
ARRDC1	0.07254	0.03988	0.05034	0.05513	0.04335
ARRDC2	0.03916	0.07925	0.1953	0.06533	0.01498
ARRDC3	0.18167	0.1809	0.25326	0.09518	0.21664
ARRDC4	0.0159	0.05755	0.06938	0.00364	0.00231
