Immune cells	Malignant cells	Stromal cells
PDPR	0.03977	0.04234	0.03977
AC009060.3	2e-04	5e-04	0
EXOSC6	0.18018	0.17436	0.13078
AARS	0.07269	0.14401	0.08364
DDX19B	0.07799	0.08024	0.05687
DDX19A	0.05995	0.07747	0.07203
ST3GAL2	0.05266	0.04147	0.04874
FUK	0.0178	0.03698	0.02765
COG4	0.05512	0.06351	0.05475
SF3B3	0.11239	0.16972	0.0896
IL34	0.00023	0.00178	0.03941
MTSS1L	0.00275	0.02352	0.02042
VAC14	0.05941	0.03413	0.03059
VAC14-AS1	0.00099	0.00509	0.00525
HYDIN	0.00024	0.00875	0.00934
CMTR2	0.10909	0.15545	0.14152
CALB2	0.00298	0.04082	0.00901
ZNF23	0.00216	0.00389	0.00517
AC010547.9	0.00055	0.00074	0.00047
RP11-510M2.2	0.00037	0.00066	0.00014
ZNF19	0.00445	0.01545	0.01718
CHST4	0	0.0041	0.005
TAT	0.00024	0.01243	0.00239
TAT-AS1	0	0.00314	0.001
MARVELD3	0.00195	0.06078	0.0358
PHLPP2	0.01936	0.01989	0.01571
RP11-432I5.4	0.00018	0.00022	0.00045
AP1G1	0.15504	0.1432	0.11274
ATXN1L	0.0549	0.04022	0.03768
IST1	0.26019	0.23254	0.19628
ZNF821	0.03621	0.02068	0.03121
PKD1L3	0.00072	0.00029	0.00063
DHODH	0.01902	0.05525	0.0287
TXNL4B	0.04906	0.03656	0.02565
HP	0.01103	0.32174	0.12292
HPR	0.00089	0.03412	0.00904
DHX38	0.08793	0.05964	0.07136
PMFBP1	0.01621	0.001	0.00244
LINC01572	0.0025	0.00429	0.00374
RP5-991G20.1	0.00618	0.00557	0.0047
ZFHX3	0.262	0.17318	0.27202
RP5-991G20.2	0.00047	0.00073	4e-04
RP11-346C20.4	0.00059	0.00028	0.00253
RP11-346C20.3	0.0049	0.00274	0.01022
AC140912.1	3e-04	0.01238	0.03793
AC009120.4	0.00023	0.00032	0.00141
AC009120.11	0.00051	0.00164	0.00192
PSMD7	0.35665	0.615	0.24128
RP11-252A24.3	0.00932	0.00285	0.0086
NPIPB15	0.02668	0.08461	0.11198
CLEC18B	0.00044	0.00081	0.00173
GLG1	0.21156	0.24184	0.22138
RFWD3	0.0605	0.04048	0.03144
MLKL	0.11828	0.04577	0.05753
FA2H	0.00068	0.05279	0.02331
WDR59	0.05116	0.08756	0.08664
ZNRF1	0.09559	0.11184	0.0666
RP11-252E2.1	0.00092	0.00234	0.00064
LDHD	0.00404	0.04445	0.01343
ZFP1	0.0158	0.01919	0.01696
BCAR1	0.00351	0.1354	0.1149
CFDP1	0.28469	0.3889	0.30605
RP11-77K12.9	0.00324	0.00572	0.00767
TMEM170A	0.19397	0.12722	0.09793
CHST6	0.00046	0.0063	0.00796
RP11-77K12.10	0	0.00133	0.00037
TMEM231	0.00606	0.01442	0.01265
GABARAPL2	0.50734	0.65185	0.35901
RP11-490B18.6	0.00057	0.00019	0.00032
ADAT1	0.03892	0.03755	0.0333
KARS	0.16745	0.20514	0.10884
TERF2IP	0.42189	0.26736	0.24604
CNTNAP4	0.00036	0.01816	0.01698
RP11-58C22.2	0	0.00099	0.00076
MON1B	0.08003	0.1016	0.07341
SYCE1L	0.01989	0.06157	0.06112
ADAMTS18	0	0.00113	0.00657
NUDT7	0.02232	0.08038	0.02446
WWOX	0.02402	0.04808	0.02762
RP11-264L1.4	0.00048	0.00036	0.00073
RP11-679B19.1	0.00112	0.00025	0.00275
RP11-467I17.1	0.00152	0	0
MAF	1.04061	0.07409	0.23839
RP11-70D24.3	0.00077	0.00012	5e-04
RP11-70D24.2	0.00191	0.00057	0.00142
LINC01229	0.00295	3e-05	0
MAFTRR	0.00083	0.00236	0.00115
DYNLRB2	0.00102	0.00428	0.0013
CDYL2	0.01977	0.01309	0.02136
CMC2	0.34755	0.22709	0.12873
CENPN	0.04921	0.08567	0.02593
ATMIN	0.09007	0.09732	0.06508
C16orf46	0.00293	0.01004	0.00741
RP11-303E16.6	0.01465	0.00075	0.00115
RP11-303E16.7	0.00104	0.00047	0.00222
GCSH	0.10051	0.67491	0.1947
BCO1	0	0.0101	0.00643
RP11-55K13.1	0.00182	0.00398	0.00412
GAN	0.05922	0.08482	0.08376
CMIP	0.28963	0.14334	0.14937
RP11-960L18.1	0.00222	0.00047	0.00034
PLCG2	0.06439	0.01161	0.02905
SDR42E1	0.00291	0.02203	0.01078
HSD17B2	0.00377	0.20569	0.06265
RP11-510J16.5	0.00119	0.00787	0.00234
MPHOSPH6	0.12244	0.12178	0.05832
CDH13	0.00152	0.00023	0.0265
RP11-483P21.2	0.00315	0.00029	0.00019
HSBP1	0.5712	0.93342	0.44776
MLYCD	0.02719	0.05871	0.0427
RP11-505K9.4	0.00025	0.00103	0.00063
OSGIN1	0.02795	0.09516	0.03958
NECAB2	0.00031	0.0021	0.00201
SLC38A8	0.00013	0.00071	0.00034
MBTPS1	0.11858	0.17642	0.14555
RP11-505K9.1	0.0074	0.01272	0.00889
HSDL1	0.04048	0.04728	0.03008
DNAAF1	0.00739	0.00357	0.00289
TAF1C	0.03063	0.05594	0.06253
WFDC1	0.00022	0.00049	0.03143
ATP2C2	0.00037	0.0313	0.02009
RP11-517C16.2	0	4e-04	0.00093
TLDC1	0.02415	0.06609	0.05208
COTL1	1.25212	0.24988	0.25523
KLHL36	0.10114	0.08927	0.09432
USP10	0.16441	0.19824	0.11097
CRISPLD2	0.00572	0.02682	0.1095
ZDHHC7	0.09671	0.11122	0.07133
KIAA0513	0.03087	0.01759	0.01268
FAM92B	0.00074	0	0
RP11-442O1.4	0.00241	0.00031	0.00067
LINC00311	0.00023	0.00164	0.00321
CTD-2542L18.1	0.00033	0.00029	0.00097
GSE1	0.08254	0.12411	0.10879
GINS2	0.03304	0.03197	0.0123
C16orf74	0.00852	0.00368	0.00391
EMC8	0.11975	0.14456	0.07812
COX4I1	1.66596	1.57276	0.96553
IRF8	0.32369	0.07613	0.06027
RP11-542M13.3	0.00414	0.00027	0
RP11-805I24.1	0.00077	0.00039	0.00071
FOXF1	0.00057	0.00019	0.03295
RP11-463O9.9	6e-05	0.00172	0.00043
MTHFSD	0.02155	0.0297	0.03002
FOXC2-AS1	7e-05	0.00259	0.00093
FOXC2	0.00041	0.04082	0.06518
FOXL1	0.00059	0.01903	0.01649
CTD-2015G9.2	0.00031	0.01475	0.0084
C16orf95	0.00364	0.01178	0.00685
RP11-178L8.7	0.00087	0.0062	0.00317
FBXO31	0.01873	0.02933	0.03564
MAP1LC3B	0.80265	0.54435	0.36981
RP11-178L8.3	0.00093	0.00027	0.00058
ZCCHC14	0.02647	0.05749	0.05801
JPH3	0.00011	0.00029	0.00042
RP11-278A23.1	0.00053	0.00067	0.00173
KLHDC4	0.05943	0.08774	0.06314
RP4-536B24.4	0.00017	0.00042	0
SLC7A5	0.18879	0.0428	0.03854
CA5A	0.00141	0.03085	0.01047
BANP	0.09514	0.06243	0.07316
RP11-863P13.3	0.00154	0.00022	0.00029
LA16c-444G7.2	0.00126	0.00415	0.0017
ZNF469	0.00681	0.01	0.0092
ZFPM1	0.09791	0.10435	0.09645
ZC3H18	0.15053	0.14559	0.13469
CYBA	2.21394	2.27085	1.41659
MVD	0.08784	0.26056	0.13255
SNAI3-AS1	0.00677	0.01322	0.00669
SNAI3	0.02757	0.0028	0.00312
RNF166	0.22326	0.05717	0.06881
CTU2	0.0369	0.07129	0.04584
RP5-1142A6.10	0.00052	0.00017	9e-04
PIEZO1	0.10822	0.10593	0.09736
RP5-1142A6.9	0.00214	0.00053	0.00076
RP5-1142A6.2	0.00104	0.00098	0.00112
RP5-1142A6.8	0.00961	0.00213	0.00105
CDT1	0.03847	0.0466	0.02276
APRT	0.85728	1.48056	0.64544
GALNS	0.03778	0.03454	0.0283
TRAPPC2L	0.34667	0.37471	0.19435
CBFA2T3	0.03023	0.00202	0.02159
RP11-830F9.6	0.00141	7e-05	0.00097
CTD-2555A7.2	0.00633	0.01053	0.016
ACSF3	0.06852	0.06257	0.05396
CTD-2555A7.3	0.00207	3e-05	0
LINC00304	0.00074	0.00098	0
CDH15	0.00089	0.0323	0.00675
SLC22A31	0.00364	0.08577	0.04724
RP11-46C24.7	0.00713	0.01178	0.02188
ZNF778	0.01458	0.02241	0.02226
ANKRD11	0.47399	0.35859	0.44218
AC137932.4	0.03279	0.00697	0.01111
SPG7	0.11989	0.13909	0.16158
RP11-104N10.1	0.00229	0.00452	0.00175
RPL13	3.68892	3.5101	2.83348
CPNE7	0.02441	0.03288	0.03928
DPEP1	0.00075	0.00044	0.00462
CHMP1A	0.1229	0.13423	0.11334
SPATA33	0.04473	0.0916	0.07739
CDK10	0.07261	0.17476	0.18393
RP11-368I7.4	0.00052	0.00225	0.00327
RP11-368I7.6	0.00018	0.00095	0.0013
SPATA2L	0.05412	0.03252	0.02966
VPS9D1	0.02975	0.03279	0.03933
VPS9D1-AS1	0.00074	0.01546	0.00356
ZNF276	0.09599	0.04997	0.07021
FANCA	0.03803	0.02749	0.02132
SPIRE2	0.00746	0.05124	0.04115
TCF25	0.6608	0.45311	0.55178
MC1R	0.00379	0.01488	0.01336
TUBB3	0.00083	0.00188	0.00251
DEF8	0.11503	0.09914	0.0845
CENPBD1	0.01803	0.03009	0.01938
RP11-566K11.5	6e-04	0.00037	0
DBNDD1	0.00109	0.02976	0.0079
GAS8	0.00701	0.0344	0.03256
FAM157C	0.00405	0.01374	0.01761
RP11-356C4.3	0.00147	0.00099	0.00112
RP11-356C4.5	5e-05	0.00158	0.00062
AC137934.1	0.00627	0.00451	0.00865
RP11-1228E12.1	0.00027	0.00075	3e-04
RP11-1228E12.2	0.00097	0.00104	0.00142
DOC2B	0.00017	0.00188	0.01694
RPH3AL	0.00896	0.04887	0.03665
RP11-1260E13.2	0	0.0065	0.00273
C17orf97	0.00312	0.02172	0.01337
FAM101B	0.08841	0.00465	0.03871
VPS53	0.08447	0.09144	0.08706
FAM57A	0.01597	0.05435	0.02438
GEMIN4	0.01551	0.04535	0.02049
GLOD4	0.21846	0.36645	0.13803
RP11-676J12.4	0.00116	0.00173	0.00168
RNMTL1	0.03931	0.09758	0.03415
NXN	0.00212	0.02619	0.04811
RP11-676J12.7	0.00026	9e-05	0.00224
TIMM22	0.07044	0.10922	0.05752
ABR	0.10231	0.09953	0.08956
AC144836.1	2e-04	0.00044	0
YWHAE	0.8465	1.2626	0.66216
CRK	0.16189	0.25091	0.18331
RP11-818O24.3	0.00103	0.00016	0.00105
MYO1C	0.08609	0.34058	0.25272
INPP5K	0.05178	0.08616	0.05078
PITPNA-AS1	0.04885	0.19529	0.07454
PITPNA	0.15467	0.12876	0.08308
SLC43A2	0.14194	0.03423	0.04339
SCARF1	0.044	0.01006	0.0503
RILP	0.0818	0.06713	0.04483
PRPF8	0.24658	0.17426	0.13847
RP11-961A15.3	0.00086	0.00188	0.00103
TLCD2	0.01069	0.10936	0.08441
MIR22HG	0.08475	0.04504	0.07228
WDR81	0.05119	0.0699	0.03683
SERPINF2	0.01514	0.26053	0.15113
SERPINF1	0.05888	0.85359	0.42017
SMYD4	0.06068	0.04061	0.05957
RPA1	0.12039	0.12253	0.06432
RTN4RL1	0.00059	0.00099	0.00428
CTD-2545H1.2	0	0.00045	0
AC099684.1	3e-05	0.00054	0.00054
DPH1	0.00424	0.00476	0.00514
RP11-667K14.4	0.00061	0.00012	0
RP11-667K14.3	0.00321	0.00019	0.00126
HIC1	0.06671	0.00349	0.11619
SMG6	0.08248	0.06957	0.12585
SRR	0.02649	0.01081	0.01328
TSR1	0.07636	0.1145	0.0687
SGSM2	0.04178	0.06395	0.08623
RP1-59D14.5	0.00041	0.00029	0.00067
MNT	0.05328	0.06066	0.05687
METTL16	0.08082	0.06504	0.0696
PAFAH1B1	0.33063	0.21482	0.20144
CLUH	0.03554	0.11251	0.08599
RP11-74E22.3	0.00127	0.00103	0.00107
RP11-74E22.8	0.00017	0.00065	0.00132
RAP1GAP2	0.01074	0.03806	0.02716
ASPA	2e-05	0.00282	0.00853
TRPV3	0.0062	0.00759	0.0067
TRPV1	0.00589	0.02185	0.01736
RP11-235E17.2	0.00071	0.00061	0.00096
SHPK	0.01161	0.0139	0.01253
CTNS	0.04542	0.03269	0.02467
RP11-235E17.6	0.00032	0.00152	0.00075
TAX1BP3	0.07718	0.23251	0.16493
P2RX5-TAX1BP3	0.00248	0.00055	0.00108
EMC6	0.20559	0.36996	0.13327
P2RX5	0.0164	0.00811	0.00309
ITGAE	0.15466	0.16626	0.08718
GSG2	0.00486	0.00135	0.00052
NCBP3	0.14679	0.11171	0.13308
CAMKK1	0.01927	0.00653	0.00992
P2RX1	0.01441	0.00104	0.00333
ATP2A3	0.07016	0.08913	0.07357
ZZEF1	0.09784	0.06164	0.07804
CYB5D2	0.04129	0.05988	0.06562
ANKFY1	0.0915	0.06259	0.06445
RP11-104O19.4	0.00029	0.00033	8e-05
UBE2G1	0.17269	0.22378	0.10889
SPNS3	0.03205	0.00775	0.00716
RP13-580F15.2	0.00546	0.00595	0.00688
SPNS2	0.00117	0.00626	0.04591
MYBBP1A	0.02988	0.11829	0.07942
GGT6	0.00093	0.06047	0.0369
SMTNL2	0.00168	0.00041	0.00105
ALOX15	0.00297	0.00015	0.00018
PELP1	0.08098	0.18585	0.08744
RP11-314A20.2	0.00179	0.02123	0.00674
ARRB2	0.50984	0.13047	0.09621
MED11	0.10877	0.24235	0.09921
CXCL16	0.45384	0.34905	0.16671
ZMYND15	0.03733	0.02414	0.01927
TM4SF5	0.0837	1.53711	0.69154
VMO1	0.17738	0.02173	0.03148
GLTPD2	0.00434	0.21038	0.07184
PSMB6	0.52453	1.00876	0.38227
RP11-81A22.5	0.00818	0.01029	0.00189
PLD2	0.03115	0.03705	0.03325
MINK1	0.05867	0.09239	0.06874
CHRNE	0.01446	0.02569	0.02312
C17orf107	0.01644	0.00292	0.00551
GP1BA	0.00199	3e-04	0.00037
SLC25A11	0.19542	0.23256	0.12359
RNF167	0.17849	0.22182	0.11129
PFN1	2.09326	1.73221	1.05383
ENO3	0.01019	0.01953	0.0099
SPAG7	0.22527	0.23549	0.15734
CAMTA2	0.06352	0.05011	0.04817
RP5-1050D4.3	0.00063	0.00139	0.00165
RP5-1050D4.2	0.00018	0.00066	0.00105
RP5-1050D4.5	0.00102	0.00069	0.00065
INCA1	0.00413	0.00317	0.00369
KIF1C	0.05206	0.12902	0.09928
AC109333.10	0.00333	0.00047	0.00042
SLC52A1	0.00269	6e-05	0.00042
ZFP3	0.00775	0.00912	0.01123
ZNF232	0.01478	0.03116	0.01926
USP6	0.00021	0.00025	3e-04
ZNF594	0.00789	0.01621	0.0207
RP11-333E1.1	0.00424	0.0046	0.00431
SCIMP	0.14992	0.0064	0.01417
RABEP1	0.20222	0.13359	0.10076
NUP88	0.05685	0.08135	0.04601
RP11-420A6.2	0.00172	0.00276	0.00379
RPAIN	0.16709	0.28045	0.18255
CTC-524C5.2	0.02256	0.07218	0.02005
C1QBP	0.35276	0.75347	0.29075
DHX33	0.03676	0.08812	0.06882
DERL2	0.21161	0.32387	0.14248
MIS12	0.05974	0.06388	0.04975
NLRP1	0.0769	0.02101	0.07554
WSCD1	0.00108	0.00748	0.00632
FAM64A	0.0143	0.01246	0.00345
PITPNM3	0.00132	0.02529	0.01667
KIAA0753	0.01702	0.03202	0.04245
CTC-281F24.5	0.00052	0.00033	0.00145
TXNDC17	0.43098	0.88667	0.35107
MED31	0.16369	0.21099	0.11355
C17orf100	0.00428	0.01646	0.01537
CTC-281F24.1	7e-05	0.00083	0.00141
SLC13A5	0.00105	0.09809	0.05085
XAF1	0.21309	0.19175	0.28234
FBXO39	8e-05	0.00122	0.001
ALOX12-AS1	0.02377	0.02613	0.02378
RP11-589P10.5	0.00558	0.00494	0.00308
ALOX12	2e-04	0.00048	0.00036
RNASEK	0.13295	0.05406	0.09146
RNASEK-C17orf49	0.01232	0.00909	0.00449
C17orf49	0.05802	0.03792	0.0277
MIR497HG	0.00059	0.00239	0.02342
BCL6B	8e-04	0.00044	0.03482
SLC16A13	0.00269	0.00465	0.00551
SLC16A11	0.00204	0.00988	0.00644
CLEC10A	0.19521	0.01056	0.01882
ASGR2	0.03514	0.62263	0.25832
ASGR1	0.09618	0.96306	0.48644
DLG4	0.02787	0.00548	0.0213
ACADVL	0.37971	0.53806	0.43343
DVL2	0.04394	0.04878	0.05366
PHF23	0.08764	0.10804	0.0575
GABARAP	0.37732	0.25578	0.15562
CTDNEP1	0.35502	0.22159	0.18874
ELP5	0.07731	0.11537	0.06318
CLDN7	0.05329	0.61379	0.2691
SLC2A4	0.00076	0.01403	0.00938
YBX2	5e-04	0.00661	0.0027
EIF5A	0.60447	0.88262	0.46429
GPS2	0.13405	0.05412	0.08443
NEURL4	0.01277	0.01775	0.0208
ACAP1	0.38917	0.02574	0.04428
KCTD11	0.01665	0.04164	0.03276
TNK1	0.00266	0.01847	0.00703
TMEM256-PLSCR3	0.0031	0.00255	0.00431
TMEM256	0.33367	0.66663	0.25197
NLGN2	0.00178	0.00946	0.02381
TMEM102	0.03026	0.05089	0.02195
FGF11	0.00648	0.00311	0.00214
CHRNB1	0.02824	0.04062	0.0305
ZBTB4	0.11073	0.06292	0.06686
POLR2A	0.23918	0.17302	0.15628
TNFSF12	0.19183	0.05354	0.08775
RP11-186B7.7	0.00056	0.00102	0.00073
TNFSF13	0.00403	0.00272	0.00193
SENP3	0.0192	0.02266	0.02339
EIF4A1	0.4501	0.62731	0.4599
CD68	1.02062	0.31359	0.21921
AC113189.5	0.00528	0.02313	0.01222
MPDU1	0.13544	0.18314	0.12164
SOX15	0.00097	0.00226	0.00202
FXR2	0.03843	0.05933	0.0542
SHBG	0.00069	0.01742	0.00762
SAT2	0.29031	0.6308	0.34204
ATP1B2	0.0036	0.00249	0.05736
TP53	0.10252	0.10915	0.08232
WRAP53	0.02084	0.03057	0.0216
EFNB3	0.00029	0.00062	0.00452
DNAH2	1e-04	0.00839	0.00536
KDM6B	0.48374	0.15098	0.20612
TMEM88	0.01857	0.00721	0.0343
NAA38	0.44105	0.82342	0.37703
CYB5D1	0.04616	0.03257	0.02994
CHD3	0.13761	0.17467	0.18169
AC025335.1	0.01322	0.01113	0.01015
KCNAB3	0.00572	0.00473	0.008
TRAPPC1	0.51867	0.54455	0.25483
CNTROB	0.02763	0.02805	0.03595
GUCY2D	0.00065	0.01511	0.00287
ALOX15B	0.00335	0.00096	0.00114
RP11-599B13.3	0	0.00074	0
ALOX12B	0.00014	0.00385	0.00021
AC129492.6	0.00034	0.00268	0.00232
ALOXE3	0.00028	0.00248	0.00059
HES7	0.00107	6e-04	0.00318
PER1	0.22209	0.07211	0.11732
VAMP2	0.41742	0.27622	0.27685
TMEM107	0.16331	0.04547	0.07647
RP11-599B13.7	0	0.00164	0.00112
BORCS6	0.08723	0.04861	0.04304
AURKB	0.03877	0.04449	0.01646
LINC00324	0.04558	0.0189	0.02386
CTC1	0.03239	0.02231	0.02364
PFAS	0.0177	0.03527	0.02599
RP11-849F2.9	0.00085	0.0028	0.00379
SLC25A35	0.01567	0.01576	0.01073
RANGRF	0.06938	0.11604	0.06519
ARHGEF15	0.00022	0.00064	0.03707
KRBA2	0.00438	0.01342	0.01717
RP11-849F2.7	0.00024	0.00051	0.00079
RPL26	3.15091	2.97438	2.25383
NDEL1	0.11562	0.089	0.08474
MYH10	0.00466	0.05561	0.05541
MFSD6L	0.001	0.02073	0.00657
PIK3R6	0.03134	0.04482	0.01628
PIK3R5	0.08827	0.00924	0.01147
CTB-41I6.1	0.00331	5e-05	0.00014
CTB-41I6.2	0.00091	0	0
NTN1	0.00051	0.00942	0.00463
RP11-85B7.5	0.00069	0.00041	0.00131
STX8	0.21114	0.18806	0.10514
USP43	0.00082	0.032	0.02332
RCVRN	0.00101	4e-05	0.00084
GAS7	0.14082	0.00631	0.01775
MYH4	0.00024	0.00486	0.00083
MYH3	0.00225	0.00172	0.00277
SCO1	0.09162	0.14438	0.07632
ADPRM	0.0306	0.02658	0.01427
TMEM220	0.0445	0.23174	0.06618
TMEM220-AS1	0.00091	0.00689	0.00265
LINC00675	9e-05	0.01263	0.00417
RP11-963H4.3	0.00033	0.00465	0.00268
DNAH9	0	0.00086	0.00043
ZNF18	0.01576	0.01714	0.01313
MAP2K4	0.07557	0.07823	0.04964
MYOCD	0	5e-05	0.01232
ARHGAP44	0.00177	0.02794	0.03174
ELAC2	0.05527	0.12954	0.06924
HS3ST3A1	0.00022	0.00032	0.00275
RP11-131K5.1	4e-05	0.00157	0.00052
COX10	0.04034	0.08381	0.03944
AC005224.2	0.00104	0.00529	0.00512
HS3ST3B1	0.0255	0.02487	0.01357
RP11-214O1.2	0.00451	0.00226	0.00355
RP11-214O1.3	0.03386	0.00485	0.0072
AC022816.2	0.00012	0.00231	0.00238
PMP22	0.18228	0.13362	0.17406
TEKT3	4e-05	0.00098	0.00465
CDRT4	0.00112	0.00354	0.00135
TVP23C-CDRT4	0.00051	0.00236	0.00071
TVP23C	0.01553	0.03648	0.03224
RP11-385D13.3	0.0134	0.0285	0.02832
CDRT1	0.00023	0.00396	0.00236
RP11-385D13.1	0.00031	0.00313	0.00072
TRIM16	0.03261	0.46338	0.17366
ZNF286A	0.01052	0.02449	0.02487
CTD-3157E16.2	0.00186	0.0193	0.0152
ADORA2B	0.00944	0.03418	0.01155
ZSWIM7	0.1506	0.27208	0.13893
TTC19	0.18798	0.20617	0.15524
CTC-529I10.1	0.00218	0.00529	0.00309
NCOR1	0.38432	0.41723	0.29716
CTC-529I10.2	0.01221	0.00662	0.0084
PIGL	0.02691	0.10186	0.06998
CENPV	0.03062	0.51626	0.14144
UBB	2.04567	2.02477	1.50406
RP11-138I1.4	0.00114	0.00138	0.00126
RP11-138I1.2	0.00975	0.00065	0.00198
TRPV2	0.14059	0.05457	0.05297
LRRC75A	0.11344	0.37499	0.16764
ZNF287	0.00415	0.01004	0.00385
ZNF624	0.01758	0.01627	0.01286
CCDC144A	0.00608	0.01165	0.01461
RP11-219A15.1	0.0029	0.01058	0.01178
RP11-219A15.5	0	7e-04	0
TNFRSF13B	0.02911	0.00137	0.00268
AC104024.1	0.00124	6e-05	0.00039
RP11-416I2.1	0	0.00172	0.00054
MPRIP	0.09548	0.1619	0.25712
MPRIP-AS1	0.00924	0.01669	0.01877
PLD6	0.01051	0.0186	0.0105
FLCN	0.09472	0.11209	0.10554
RP11-45M22.5	0.00171	0.00181	0.00106
COPS3	0.18398	0.24421	0.09698
NT5M	0.00449	0.00788	0.00527
MED9	0.02431	0.04513	0.03054
RASD1	0.03698	0.11544	0.13417
PEMT	0.03871	0.20673	0.07509
RP11-524F11.2	3e-04	0.00234	0.00116
RAI1	0.02423	0.05869	0.05266
SMCR5	0.02456	0.03555	0.03324
SREBF1	0.10827	0.2113	0.15271
TOM1L2	0.02648	0.04282	0.05397
RP1-253P7.4	0.00127	0.00051	0.00017
DRC3	0.0022	0.02099	0.02323
ATPAF2	0.07198	0.13658	0.063
GID4	0.03291	0.05774	0.03368
DRG2	0.08275	0.17421	0.08137
MYO15A	0.00123	0.0065	0.00417
RP11-258F1.1	0.0058	0.00253	0.00102
ALKBH5	0.17639	0.29187	0.14816
LLGL1	0.00524	0.00772	0.00609
FLII	0.19987	0.23131	0.14722
MIEF2	0.01065	0.04069	0.02323
RP1-178F10.1	3e-04	0.00183	0.00234
TOP3A	0.04339	0.04855	0.0464
SMCR8	0.05084	0.06483	0.045
SHMT1	0.06383	0.14786	0.05367
EVPLL	0.00011	0.00573	0.00835
FLJ35934	0.00355	0.00019	0.00495
LGALS9C	0.00088	0.00112	0.00198
FAM106A	0.00118	0.00197	0.00216
ZNF286B	0.00208	0.00892	0.00833
TRIM16L	0.02153	0.40721	0.14788
FBXW10	6e-05	0.00042	0.00014
TVP23B	0.04516	0.18027	0.07175
CTD-2145A24.5	0.00035	0.00482	0.00346
PRPSAP2	0.08239	0.17714	0.08265
SLC5A10	0.00016	0.0025	0.00086
FAM83G	0.01209	0.11891	0.05271
GRAP	0.01692	0.00088	0.01461
RP11-160E2.6	0.30065	0.22743	0.33409
GRAPL	0.00194	0	0.00212
CTC-457L16.2	0.00053	0.00761	0.00636
RP11-160E2.11	0.00037	7e-05	0.00108
EPN2	0.03243	0.17817	0.16237
EPN2-AS1	0.00044	0.00022	0.00116
RP11-135L13.4	8e-05	0.0052	0.00089
B9D1	0.0133	0.32636	0.07977
MAPK7	0.03313	0.04195	0.02798
MFAP4	6e-04	0.00035	0.05127
RNF112	0.00015	0.00411	0.00503
SLC47A1	0.01209	0.04742	0.01829
ALDH3A2	0.09519	0.35667	0.13525
ALDH3A1	0.00128	0.10373	0.02435
ULK2	0.05317	0.02466	0.0315
RP11-78O7.2	0.00398	0.00276	0.00307
AKAP10	0.13048	0.09835	0.0982
RP11-209D14.2	0.00032	0.00022	0.00051
SPECC1	0.07939	0.07662	0.102
LGALS9B	0.00124	0.00677	0.01041
CCDC144NL	0.00046	0.00182	0.00575
CCDC144NL-AS1	0.00019	0.00062	0.0051
USP22	0.16146	0.3145	0.24212
RP11-746M1.1	0.00028	0.00099	0.00094
DHRS7B	0.05419	0.12563	0.06724
TMEM11	0.1022	0.18737	0.08931
AC087294.2	0.00108	0.00289	0.00212
NATD1	0.01245	0.01743	0.01113
MAP2K3	0.28916	0.27977	0.16045
KCNJ12	0	0.00025	0.00268
C17orf51	0.00487	0.0213	0.01421
FLJ36000	0.00042	0.01149	0.00165
RP11-744K17.1	0	0.00148	0.00121
MTRNR2L1	0.01861	0.11003	0.18062
WSB1	1.02389	0.72504	0.83047
RP11-173M1.4	0.00085	0.0022	0.00173
KSR1	0.02934	0.02145	0.04155
LGALS9	0.49057	0.13116	0.15013
NOS2	0	0.00087	0.00088
RP11-138P22.1	0.00039	0.00084	0
LYRM9	0.0296	0.03344	0.03301
NLK	0.05357	0.08478	0.07088
CTD-2008P7.9	0	0.00259	0.00212
CTD-2008P7.8	0.00012	0.00331	0.00112
TMEM97	0.0379	0.57337	0.1586
IFT20	0.13331	0.43532	0.20649
TNFAIP1	0.03971	0.1116	0.09579
POLDIP2	0.08518	0.28262	0.11685
TMEM199	0.09169	0.15686	0.0552
SARM1	0.01815	0.00943	0.01649
VTN	0.38377	2.20687	1.2683
SLC46A1	0.04385	0.0657	0.02866
CTD-2350C19.2	0.00981	0.08408	0.01245
RP11-192H23.4	0.01871	0.01774	0.02097
SLC13A2	6e-05	0.0065	0.00131
FOXN1	0	0.00068	0.00038
UNC119	0.10542	0.10774	0.05803
PIGS	0.08336	0.12499	0.07621
ALDOC	0.0601	0.11463	0.031
SPAG5	0.02559	0.02735	0.01011
RP11-192H23.6	0.01112	0.01424	0.01398
SGK494	0.02509	0.02167	0.02911
KIAA0100	0.07835	0.12286	0.08831
SDF2	0.15754	0.37753	0.18959
SUPT6H	0.15768	0.16677	0.12421
PROCA1	0.01644	0.00614	0.01088
RAB34	0.15297	0.20461	0.13474
RPL23A	2.76159	2.93615	2.03128
AC010761.8	0.00136	0.001	0.00163
TLCD1	0.00852	0.21951	0.04819
NEK8	0.01489	0.0468	0.04437
AC010761.6	2e-04	0.00038	0
TRAF4	0.08057	0.2514	0.15221
FAM222B	0.05312	0.12949	0.07823
ERAL1	0.04884	0.12691	0.05385
FLOT2	0.11194	0.15204	0.09572
RP11-20B24.4	0.00114	0.00026	0
DHRS13	0.02235	0.03965	0.0164
PHF12	0.10715	0.08294	0.0661
PIPOX	0.01172	0.14522	0.03255
SEZ6	0.00224	0.00083	0.00055
RP11-321A17.6	0.00102	0.00451	0.00176
MYO18A	0.01686	0.02947	0.03742
TIAF1	0.00399	0.00419	0.00612
NUFIP2	0.49439	0.4444	0.43821
