M1	cDC1	M2	CD8Tcm	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	DC	B	Monocyte	Endothelial	Mast
PRPF6	0.23999	0.2266	0.25096	0.19581	0.30535	0.14045	0.24547	0.31097	0.30059	0.23033	0.17948	0.28212	0.2646	0.17124
LINC00176	0.00061	0.00128	0.00224	0.0178	0.02654	0.01548	0.00407	0.00112	0.00507	0.00092	0.00193	0.00477	0.04846	0
SOX18	0.00189	0.00056	0.00052	0.00849	0.02458	0.00804	0	0.01738	0.00051	0.00108	0	0.00136	0.72928	0
TCEA2	0.05328	0.08462	0.04686	0.0497	0.10343	0.0561	0.0579	0.26562	0.06316	0.07006	0.07806	0.06899	0.2167	0.08171
RGS19	0.23395	0.41349	0.42326	0.16823	0.05959	0.03622	0.16694	0.09498	0.37914	0.29385	0.48173	0.33823	0.09316	0.20907
OPRL1	0.01174	0.02704	0.01594	0.00299	0.00126	0.00118	0.00155	0.00162	0.01438	0.02167	0.01029	0.01368	0.00458	0
LKAAEAR1	0.01057	0.01289	0.0114	0.00485	0.0015	0.00059	0	0.00579	0.03717	0.01081	0.0156	0.01422	0	0
MYT1	0.00039	0	0.00078	0	0.00062	0	0	0	0	0	0.005	0	0	0
PCMTD2	0.04223	0.1047	0.06641	0.05165	0.17481	0.13867	0.07679	0.13241	0.07435	0.11606	0.05036	0.06554	0.19681	0.06046
LINC00266-1	0	0.00017	0.00056	0.00062	0.00032	0	0	0	0.00106	0.00204	0	0.00103	0	0
CTD-3113P16.11	0.00594	0.00961	0.00586	0.00228	0.00682	0.00542	0.00627	0.00918	0.00925	0.00495	0	0.00563	0.00465	0.01274
PLPP2	0.00584	0.00506	0.00799	0.01802	0.47952	0.26664	0.01	0.00623	0.00949	0.00444	0.01107	0	0.1066	0.02104
MIER2	0.04495	0.05026	0.03897	0.01167	0.03247	0.02442	0.01588	0.04121	0.04751	0.05359	0.02791	0.04493	0.09192	0.01709
C2CD4C	0	0	0	0	0.00062	0.00051	0.0069	0	0	0	0.00153	0	0.00703	0
SHC2	0.00717	0.00633	0.00664	0.00701	0.11901	0.14913	0.01103	0.1715	0.00629	0.01047	0.00802	0.00896	0.18732	0.00889
MADCAM1	0.00064	0.00242	0.00135	0.00256	0.00314	0.00661	0.00371	0.00765	0.00276	0.00112	0.00263	0.00113	0.08359	0
AC005775.2	0	0.00021	0.00108	0.00071	0.00136	0.00036	0	0	0	0	0	0	0	0
TPGS1	0.12729	0.18392	0.16222	0.12739	0.13064	0.08919	0.1888	0.33095	0.16873	0.16288	0.10613	0.20379	0.27353	0.14355
CDC34	0.11564	0.11339	0.09224	0.13	0.14673	0.06808	0.11299	0.20629	0.13898	0.11389	0.08041	0.12032	0.16089	0.11093
GZMM	0.00458	0.00654	0.0191	0.51903	0.02275	0.02316	0.26406	0.01327	0.08162	0.00144	0.05524	0.01172	0.05911	0.05088
AC009005.2	0.0084	0.00856	0.00835	0.00097	0.00973	0.00667	0.00271	0.00249	0.01428	0.00893	0.00054	0.00983	0.00889	0
BSG	0.63034	0.64109	0.41435	0.30638	0.62474	0.37233	0.36701	0.9114	0.69306	0.64272	0.23623	0.56665	0.7703	0.29322
HCN2	0.00314	0.00181	0.00344	0.00834	9e-04	0.00093	0.00696	0.00192	0.00355	0	0.01096	0.0048	0	0
POLRMT	0.02248	0.05503	0.03387	0.04707	0.06229	0.04345	0.0364	0.03747	0.05343	0.06038	0.01745	0.03315	0.08566	0.03802
FGF22	0	0.00031	0.00348	0.02116	0.00117	0.00261	0.00278	0	5e-04	0.00107	0.00476	0	0.00748	0
RNF126	0.09449	0.11997	0.13817	0.21169	0.13379	0.06972	0.17738	0.16615	0.19469	0.11998	0.2056	0.11707	0.19054	0.11697
AC004156.3	6e-04	0	0	0.00059	0.00039	0.00164	0	0	0.00188	0.00127	0	0.00169	0	0
FSTL3	0.02046	0.01761	0.02637	0.00505	0.04092	0.02335	0.01116	0.12181	0.01092	0.03009	0.0076	0.01282	0.04817	0.02688
PRSS57	9e-04	2e-04	0.00093	0.00096	0.00036	0	0	0	0	0	0	0	0	0
PALM	0.00235	0.00281	0.0024	0.00163	0.01089	0.00578	0	0.06363	0.00068	0.00303	0	0.00164	0.23755	0
MISP	0.00134	0.00104	0.00187	0.01122	0.24469	0.1706	0.00071	0	0.00071	0	0.00551	0.00333	0.01387	0.00984
AC006273.4	0.00067	0.00024	0	0.00022	0.00685	0.00151	0	0	0	0	0.00324	0	0	0
AC006273.5	0	0	0	0	0.00597	0.00598	0	0	0.00049	0	0	0	0.00802	0
PTBP1	0.29924	0.33711	0.29415	0.29495	0.32491	0.19887	0.24063	0.37494	0.4529	0.37793	0.22301	0.33625	0.5373	0.26938
AZU1	0.01118	0.00469	0.00586	0.00092	0.00043	0	0	0.00085	0.00386	0.0051	0	0.00967	0	0
CFD	0.40047	0.58123	0.48785	0.01581	0.10997	0.05657	0.00773	0.1098	0.14043	0.77391	0.02482	0.4187	0.00365	0.00856
MED16	0.08898	0.12342	0.08158	0.06401	0.0952	0.07197	0.06846	0.11642	0.14196	0.10629	0.09255	0.08546	0.07651	0.06372
R3HDM4	0.09974	0.09578	0.13241	0.19468	0.14636	0.09566	0.22029	0.10327	0.11501	0.1098	0.20286	0.11438	0.19345	0.14056
KISS1R	0.01561	0.00088	0.00461	0.00839	0.01049	0.00625	0.00238	0	0.00545	0.00253	0.00689	0.01214	0	0
ARID3A	0.14149	0.12138	0.10984	0.05571	0.11331	0.06476	0.05975	0.08508	0.12983	0.15366	0.21775	0.1684	0.05294	0.05778
WDR18	0.09845	0.17636	0.18442	0.0721	0.15153	0.05112	0.12162	0.18988	0.18647	0.1414	0.05076	0.15725	0.1261	0.04686
LLNLR-284B4.2	0	0.00022	0	0.00231	0.00011	0.00056	0	0	0	0	0.00268	6e-04	0	0.01186
GRIN3B	0.00299	0.00198	0.00182	0.00152	5e-05	0.00077	0.00147	0.00162	0.00045	0.00372	0	0.00895	0.0057	0
TMEM259	0.20044	0.29812	0.2178	0.28584	0.25435	0.27763	0.27025	0.32162	0.27251	0.2788	0.31336	0.22736	0.61306	0.16124
CNN2	0.1894	0.37917	0.43988	0.40601	0.13301	0.08829	0.28975	0.27459	0.49236	0.30115	0.26807	0.33816	0.23753	0.25686
ABCA7	0.03136	0.05075	0.05025	0.04209	0.08823	0.05322	0.03203	0.01661	0.04791	0.03855	0.03729	0.03139	0.03238	0.00893
HMHA1	0.10298	0.24935	0.23976	0.22439	0.06549	0.04553	0.1921	0.05529	0.29173	0.2373	0.1903	0.18016	0.03315	0.06703
POLR2E	0.30715	0.41837	0.365	0.19449	0.2667	0.11469	0.2727	0.37808	0.48317	0.37338	0.19041	0.40258	0.33023	0.23703
GPX4	1.66274	1.73092	1.53105	0.7472	1.2056	0.63497	0.99085	1.21757	1.61174	1.7211	0.85411	1.77082	0.88761	1.53764
SBNO2	0.06821	0.08327	0.1168	0.1062	0.07194	0.08192	0.1108	0.11673	0.07721	0.08633	0.06333	0.07331	0.36055	0.04643
STK11	0.08651	0.12933	0.09452	0.07524	0.08808	0.07704	0.10277	0.14574	0.16551	0.11532	0.06852	0.08918	0.11351	0.12102
CBARP	0.01393	0.00931	0.01176	0.0034	0.00503	0.00663	0.00343	0.02201	0.01089	0.02618	0.00365	0.02021	0.01062	0
ATP5D	0.83632	1.20361	1.14513	0.59351	0.93576	0.45989	1.03479	1.26861	1.27256	1.05601	0.63044	1.15395	0.89269	0.72002
MIDN	0.39245	0.31788	0.38466	0.6038	0.36137	0.27667	0.25306	0.48383	0.34283	0.48388	0.6523	0.47253	0.98868	0.56003
CIRBP	0.61655	0.87426	0.63642	0.82353	0.47403	0.36497	1.17219	1.18126	0.75106	0.73248	0.86697	0.60245	0.97674	1.10779
CIRBP-AS1	0.00568	0.00262	0	0	0.00136	0.00067	0	0.00082	0.00217	0.00366	0	0.00183	0.01188	0
C19orf24	0.40804	0.43731	0.40906	0.22732	0.28213	0.11942	0.38405	0.32646	0.46795	0.42434	0.20051	0.50427	0.32687	0.09735
MUM1	0.06518	0.11122	0.11451	0.10775	0.12313	0.13512	0.11994	0.27619	0.12515	0.09377	0.1102	0.09086	0.22448	0.24952
EFNA2	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0
NDUFS7	0.34768	0.63347	0.59064	0.22798	0.41997	0.18015	0.37058	0.57093	0.72518	0.50303	0.24161	0.59947	0.37616	0.38145
AC005329.7	0	0.00059	0.00076	0.00065	4e-04	0.00218	0	0.0037	0.00039	0.00096	0	0	0	0
GAMT	0.14212	0.20519	0.04897	0.04145	0.42097	0.12948	0.05822	0.32488	0.1462	0.19686	0.03107	0.08444	0.02497	0.05958
DAZAP1	0.11006	0.19119	0.17808	0.15785	0.18337	0.11093	0.14413	0.18359	0.32311	0.16117	0.14186	0.14779	0.20928	0.17561
RPS15	2.80037	2.91196	3.32056	3.24836	2.53129	1.72201	3.4481	3.05665	3.10694	2.7911	3.16116	3.11426	2.84678	3.24595
CTB-25B13.5	0.00365	0.00479	0.00468	0.02365	0.00314	0.00374	0.00874	0.01063	0.00845	0.00108	0.00564	0.00828	0.0287	0
APC2	0.00044	0	0.00102	0.00118	0.00026	0	0.00157	0	0	0	0.00271	0	0	0
CTB-25B13.12	0.00571	0.0023	0.00064	0.00131	0.00551	0.00347	0.00283	0.00793	0.00175	0.00064	0	0.00573	0	0.00638
C19orf25	0.11653	0.13072	0.1304	0.17994	0.125	0.10935	0.20093	0.12901	0.17948	0.10733	0.14865	0.14373	0.19507	0.07459
PCSK4	0.0053	0.00803	0.00273	0.00298	0.01138	0.01476	0.00144	0.00387	0.00381	0.00131	0	0.00232	0	0
REEP6	0.00981	0.01754	0.00415	0.00443	0.10306	0.04655	0.00935	0.01205	0.00723	0.02661	0.00172	0.00658	0.00822	0.00889
ADAMTSL5	6e-04	6e-04	0.00055	0.00344	0.01169	0.00605	0.00511	0	0.00124	0	0.00067	0.00076	0	0
CTB-25B13.9	0	0	0	0.00019	0.00029	0.00119	0	0	0	0	0	0.001	0	0
MEX3D	0.04763	0.03679	0.01654	0.01541	0.02881	0.01641	0.01166	0.10149	0.0464	0.04973	0	0.02173	0.10413	0.00638
MBD3	0.09065	0.14687	0.0696	0.04168	0.06592	0.06756	0.04039	0.14734	0.16911	0.13957	0.04397	0.07766	0.18033	0.02812
UQCR11	1.04174	1.39212	1.26707	0.80635	1.15695	0.50393	1.23831	1.3095	1.34474	1.25032	0.63411	1.33799	1.07279	0.80818
TCF3	0.05567	0.10937	0.04519	0.04547	0.05322	0.03828	0.0516	0.08841	0.1288	0.09374	0.16103	0.0672	0.09576	0.04528
AC005256.1	0	0	0	0.00165	0.01291	0.01043	0	0	0.00055	0	0	0	0	0
ONECUT3	0	0	0.001	0.00557	0.12473	0.07897	0.00431	0	0	0	0.00346	0	0.00885	0
ATP8B3	0.01098	0.01678	0.00639	0.00975	0.00628	0.00413	0.01163	0.0105	0.08989	0.0154	0.00726	0.01701	0.02219	0
REXO1	0.04436	0.05918	0.04346	0.08373	0.04207	0.04251	0.09238	0.09068	0.08023	0.05488	0.07201	0.04988	0.13001	0.0257
CTB-31O20.3	5e-04	0.00019	0	0.00198	0.00057	0.00018	0.00157	0	0.00041	0	0	0	0	0
KLF16	0.0604	0.07617	0.05119	0.09571	0.06071	0.03332	0.03782	0.05494	0.07531	0.07894	0.10892	0.06897	0.13917	0.06197
CTB-31O20.2	0.01442	0.02248	0.01625	0.04124	0.01254	0.00995	0.03717	0.02042	0.03152	0.01286	0.01978	0.01133	0.017	0.01909
ABHD17A	0.28699	0.38239	0.30249	0.57558	0.16013	0.1245	0.56448	0.34155	0.42798	0.31912	0.1683	0.32931	0.62372	0.10343
SCAMP4	0.10579	0.1402	0.11898	0.0991	0.12029	0.11639	0.07571	0.09867	0.14362	0.14679	0.08954	0.11946	0.17563	0.04295
ADAT3	0.0015	0.00371	0.00074	0.00585	0.00432	0.00279	0.00568	0.00947	0.00592	0.00371	0.00329	0.00231	0.00468	0
CSNK1G2	0.06832	0.10133	0.14451	0.31949	0.10155	0.10842	0.22659	0.19283	0.19192	0.0968	0.18803	0.11643	0.23994	0.13823
BTBD2	0.07915	0.07596	0.04332	0.04279	0.08078	0.05996	0.04832	0.06602	0.07025	0.0656	0.02931	0.05862	0.08544	0.04376
MKNK2	0.19578	0.2837	0.26624	0.29331	0.11071	0.09672	0.30024	0.24305	0.24393	0.32483	0.43723	0.31475	0.26626	0.17555
MOB3A	0.18496	0.17379	0.24162	0.15329	0.0338	0.02623	0.22054	0.09702	0.1925	0.19351	0.28341	0.22012	0.07027	0.10318
IZUMO4	0.00603	0.00701	0.01111	0.02173	0.00614	0.00865	0.123	0.00467	0.01934	0.012	0.03368	0.01134	0	0
AP3D1	0.11031	0.22502	0.1674	0.1015	0.15176	0.10496	0.12003	0.16229	0.24306	0.18993	0.07285	0.17027	0.17225	0.08882
DOT1L	0.09223	0.05203	0.07077	0.03142	0.03909	0.03793	0.03674	0.04608	0.10072	0.07361	0.04284	0.07505	0.08273	0.03961
PLEKHJ1	0.16488	0.22348	0.20275	0.12712	0.18303	0.09352	0.20581	0.20732	0.33557	0.19316	0.17185	0.22613	0.0751	0.0273
SF3A2	0.06654	0.08825	0.08587	0.11397	0.08514	0.0456	0.10276	0.10996	0.15437	0.07317	0.09423	0.05929	0.11888	0.09167
AMH	0.00052	0.00014	0	8e-04	0.0058	0.00384	0	0.00089	0.00191	0	0.0013	0.00184	0.00308	0
JSRP1	0.00181	2e-04	0.0034	0.00277	0.00131	0.00077	0.00721	0.00141	0.00243	0.00126	0.09778	0.00388	0	0
OAZ1	2.26825	2.45482	2.68028	1.7927	1.26014	0.74094	2.20942	1.56915	2.52021	2.38428	1.79638	2.64674	1.1792	1.58074
C19orf35	0	0.00436	0.0085	0.00247	9e-05	0.00109	0	0	0.00191	0.00195	0	0.00123	0	0
LINGO3	0.00051	0.00096	0.00304	0.00166	0.00016	0	0	0	0.00158	0.00108	0.00695	0.00331	0	0
LSM7	0.32094	0.56332	0.73887	0.44031	0.65528	0.27055	0.64119	0.75328	0.84737	0.37174	0.61834	0.54388	0.55305	0.37536
SPPL2B	0.04045	0.07165	0.0337	0.04179	0.11813	0.13697	0.04314	0.09816	0.09076	0.06042	0.15322	0.043	0.12738	0.04948
TMPRSS9	0.00075	4e-04	0.00061	0.00031	0.00641	0.00575	0	0.00255	0.00197	0.00484	0	0.00424	0	0
TIMM13	0.34351	0.56103	0.46996	0.12814	0.69272	0.22383	0.23789	0.55738	0.53702	0.46894	0.1474	0.51591	0.40441	0.14154
LMNB2	0.0344	0.06268	0.04021	0.03311	0.0408	0.01358	0.04278	0.05143	0.24455	0.03114	0.01704	0.03984	0.08931	0.00801
GADD45B	1.13596	1.43933	1.27028	0.77567	0.29404	0.35456	0.43447	0.98842	1.15241	1.57643	0.53177	1.43264	0.76822	1.23719
GNG7	0.02405	0.03082	0.03074	0.00613	0.01666	0.01298	0	0.01424	0.0114	0.01562	0.43638	0.03513	0.10561	0.02174
CTC-265F19.3	0.00126	0.00158	0	0	0	0	0	0	0.00146	0	0	0.00179	0	0
DIRAS1	0.00246	0.00135	0	0.00032	0.00021	0.00059	8e-04	0.01201	0	0.0027	0.02119	0.00375	0	0
SLC39A3	0.07241	0.15718	0.09691	0.0492	0.07726	0.04319	0.07107	0.11654	0.15108	0.10287	0.15439	0.0944	0.10228	0.08053
SGTA	0.11913	0.19748	0.11722	0.05632	0.07598	0.05888	0.07591	0.1464	0.21833	0.18713	0.09109	0.1449	0.11506	0.0676
THOP1	0.04472	0.07863	0.03953	0.02157	0.06467	0.03227	0.0318	0.0561	0.13148	0.05625	0.02407	0.05425	0.04036	0.00896
ZNF554	0.00439	0.00584	0.00166	0.00382	0.00705	0.00332	0.00469	0.01246	0.00424	0.0023	0.00331	0.0051	0.00105	0
ZNF555	0.012	0.02419	0.02201	0.00878	0.01265	0.00982	0.00292	0.02177	0.01787	0.01375	0.01363	0.01854	0.01588	0
ZNF556	0	0.00043	0.00081	0.00034	0.00088	0.00028	0	0	0	0	0.00313	0	0	0
ZNF57	0.00673	0.00906	0.00518	0.00498	0.00967	0.00581	0.00493	0.00507	0.00918	0.00368	0.00139	0.00313	0.00885	0.01941
AC006277.2	0.00065	0.00062	0.00072	0.00027	0.00017	0.00049	0	0	0	0	0	0	0	0
ZNF77	0.00659	0.01017	0.00585	0.00723	0.0078	0.00687	0.00601	0.01184	0.00943	0.00769	0.00607	0.0063	0.01217	0.02465
TLE6	0.00892	0.00459	0.00259	0.00101	0.013	0.00438	0.00445	0.00894	0.00411	0.00324	0	0.00548	0	0
TLE2	0.00637	0.00261	0.00351	0.00544	0.03804	0.0237	0.01762	0.10766	0.00787	0.00419	0	0.00128	0.08616	0
AES	0.54313	0.63255	0.41859	0.81839	0.40017	0.38551	0.88469	0.80384	0.74393	0.68866	0.56058	0.47554	0.81137	0.3014
AC005944.2	0	0.00026	0	0.00138	0.00093	0	0	0.00094	0.00171	0	0.00056	0.00078	0.00885	0
GNA11	0.0242	0.0406	0.00762	0.00376	0.09246	0.05152	0.00383	0.14971	0.05234	0.04749	0.00464	0.01605	0.25036	0
GNA15	0.31909	0.25608	0.22765	0.1357	0.03719	0.03105	0.19054	0.06754	0.27032	0.25673	0.00997	0.3995	0.01654	0.21621
AC005264.2	0.00319	0.00346	0.00721	0.00447	0.00032	0	0	0.00347	0.00701	0.00216	0	0.01086	0.00333	0.01156
S1PR4	0.01553	0.01851	0.10464	0.24443	0.01066	0.01225	0.22769	0.00925	0.10131	0.00537	0.1365	0.04389	0.03751	0.02093
NCLN	0.08578	0.1138	0.06868	0.04213	0.14614	0.08535	0.0399	0.1199	0.13	0.11903	0.05518	0.09767	0.12635	0.06612
CELF5	0.00055	0	0	0.00031	0.01621	0.01339	0.00124	0.00449	0.00079	0	0	0.0022	0	0
NFIC	0.21211	0.37299	0.17228	0.07947	0.17899	0.11906	0.08121	0.47501	0.31997	0.33744	0.05108	0.22919	0.62895	0.13951
SMIM24	0.00211	0.00068	0.00054	0.00642	0.14314	0.08974	0.00105	0.00137	0.00172	0.00376	0.00371	0.00399	0.01268	0.00499
DOHH	0.04746	0.06576	0.04749	0.05406	0.05117	0.02764	0.06886	0.07331	0.10088	0.04181	0.05286	0.04983	0.05604	0.05601
FZR1	0.0716	0.07188	0.04226	0.06967	0.05518	0.05504	0.06104	0.06006	0.13473	0.07205	0.03824	0.05785	0.06284	0.06855
MFSD12	0.49263	0.37704	0.19628	0.05261	0.05794	0.05039	0.0784	0.14651	0.24815	0.46979	0.08864	0.4075	0.13747	0.04297
C19orf71	0	0	0	0.00097	7e-04	0.00388	0	0	0	0	0	0	0	0
HMG20B	0.27594	0.1785	0.14383	0.06997	0.10859	0.07776	0.12293	0.24611	0.27958	0.2067	0.03929	0.17479	0.19625	0.10362
GIPC3	0.02697	0.00249	0	0.00103	0.00035	0.00048	0	0.02155	0.00123	0.0143	0	0.00451	0.10977	0.01463
TBXA2R	0.00345	0.00027	0.00137	0.00037	0.00045	0	0	0.01719	4e-04	0	0.00278	0.00152	0.10371	0
CACTIN	0.01961	0.02302	0.02054	0.02368	0.02162	0.02385	0.01131	0.03887	0.03001	0.03142	0.01863	0.01593	0.03701	0.0086
PIP5K1C	0.07389	0.10993	0.07462	0.03323	0.03347	0.02441	0.04143	0.09597	0.09775	0.11548	0.03268	0.06266	0.14141	0.01297
TJP3	0.00059	0.00024	0.00154	0.01274	0.12067	0.08839	0.00716	0	0.00051	0	0.00637	0.00301	0.00181	0
APBA3	0.0377	0.04423	0.03171	0.04652	0.02957	0.01342	0.06417	0.03196	0.0465	0.05506	0.02481	0.04276	0.0365	0.00949
MRPL54	0.55625	0.5877	0.53721	0.30435	0.32923	0.14136	0.5282	0.42201	0.79293	0.60542	0.36308	0.64887	0.31387	0.40919
MATK	0.49352	0.20615	0.02725	0.18338	0.00738	0.02281	0.01526	0.04791	0.15408	0.48699	0.01578	0.23417	0.03045	0.13955
ZFR2	5e-04	0	0	0.00139	0.00051	0	0.00143	0	0	0	0	0	0	0
DAPK3	0.07953	0.06308	0.04769	0.04355	0.05671	0.04828	0.05947	0.17532	0.07653	0.05509	0.05165	0.04824	0.22467	0.0118
EEF2	0.89923	1.07771	1.1809	1.03915	1.06663	0.56041	1.18545	1.56285	1.06521	1.02165	1.21324	1.14738	1.35651	0.86899
PIAS4	0.06014	0.05449	0.05481	0.04179	0.05207	0.04049	0.05034	0.04992	0.06037	0.05785	0.05697	0.04494	0.05771	0.03683
ZBTB7A	0.26112	0.24945	0.29732	0.28645	0.22711	0.20994	0.15801	0.2803	0.25973	0.29788	0.30268	0.29765	0.29066	0.16423
MAP2K2	0.32839	0.42195	0.40799	0.3244	0.59231	0.28806	0.404	0.55997	0.49865	0.33321	0.28542	0.42049	0.39803	0.13597
CREB3L3	0.00355	0.00158	0.00106	0.00179	0.03428	0.01578	0.01903	0.00179	0.00512	0	0.00153	0.00099	0	0.01864
SIRT6	0.05424	0.07165	0.06327	0.02855	0.08339	0.05186	0.06028	0.07315	0.09419	0.06074	0.01957	0.0422	0.09596	0.02056
ANKRD24	0.00231	0.00603	0.00069	0.00051	0.00133	0.00252	0	0.00274	0.00469	0.0049	0	0.00085	0	0.00761
EBI3	0.05811	0.37984	0.03765	0.00677	0.02004	0.01788	0.11211	0.03716	0.15074	0.25999	0.02529	0.08489	0.00556	0.00994
CCDC94	0.03498	0.07137	0.04142	0.05671	0.07372	0.03167	0.07247	0.07157	0.08236	0.05929	0.08318	0.05639	0.04314	0.03804
SHD	0.00174	0.0015	0.00326	6e-04	0.0522	0.01631	0	0.00125	0.00454	0.00269	0	0.00086	0.00179	0
TMIGD2	0	0.00076	0.00182	0.10135	0.00094	0.00395	0.02618	0.0063	0.01717	0	0.0191	0.0023	0.00499	0.044
FSD1	0	0.00075	0	0.01786	0.0021	0.00273	0.00437	0.00144	0.00567	0	0	0	0.00487	0
STAP2	0.01212	0.0099	0.00786	0.00487	0.21736	0.0737	0.02183	0.02573	0.01317	0.01808	0.00318	0.01144	0.01222	0.01087
MPND	0.10086	0.10957	0.07064	0.03205	0.08876	0.03854	0.03407	0.06428	0.09017	0.13442	0.03052	0.09685	0.02705	0.02354
AC007292.3	0.00178	0.00349	0.00467	0.00433	0.00144	0.00146	0.00188	0.00182	0.00084	0.00116	0	0.00427	0.00761	0
SH3GL1	0.10922	0.19703	0.08635	0.06563	0.11527	0.06447	0.07598	0.19664	0.14496	0.20285	0.0673	0.11918	0.28998	0.05712
AC007292.6	0.00101	0.00127	0.00134	0.00032	0.00263	0.00487	0.00082	0	0.00082	0.00613	0	0.00109	0	0
CHAF1A	0.01567	0.05793	0.03546	0.00964	0.05621	0.03127	0.0242	0.03141	0.11533	0.01306	0.00934	0.03158	0.03157	0
UBXN6	0.2329	0.19828	0.10645	0.06486	0.18327	0.11309	0.0874	0.18207	0.14067	0.2016	0.08064	0.15622	0.24055	0.01782
CTB-50L17.9	0	0.00081	0	0	0.00064	0.00033	0	0	0.00093	0	0	0	0	0
CTB-50L17.16	0	0.00113	0	8e-04	0.0014	0.01157	0.00103	0.00637	0.00207	0.00063	0.01008	0.00087	0.00804	0
CTB-50L17.10	0.09495	0.12154	0.07356	0.06109	0.1414	0.085	0.09254	0.13943	0.16689	0.11388	0.05115	0.1119	0.10137	0.03438
PLIN4	0.0034	0.00269	0.00829	0.00122	0.02468	0.03183	0	0	0.00315	0.00687	0	0.00499	0	0
PLIN5	0.00306	0.01031	0.01804	0.00292	0.1288	0.15714	0	0.00099	0.01314	0.0068	0	0.00629	0.00525	0
CTB-50L17.14	0	0.00147	0.00281	0.00067	0.04119	0.04606	0.001	0.00164	0.00162	0.00374	0	0.00183	0	0
LRG1	0.04329	0.05894	0.13555	0.01668	0.78947	0.43168	0.05833	0.04486	0.07171	0.05986	0.02033	0.06752	0.03025	0
SEMA6B	0.02745	0.01115	0.06374	0.00197	0.0117	0.01335	0.0019	0.01862	0.00705	0.02061	0.00258	0.08355	0.32476	0
TNFAIP8L1	0.02234	0.05467	0.05679	0.02851	0.1013	0.05682	0.03244	0.09808	0.10084	0.06011	0.03235	0.04036	0.31487	0.14338
MYDGF	0.44827	0.60892	0.46914	0.19273	0.99942	0.44848	0.27165	0.54406	0.61888	0.56263	0.36568	0.71458	0.52481	0.32884
AC005339.2	5e-04	0.00079	0.00072	0	0.00035	0.00021	0.00142	0	0	0	0	0.00103	0	0
DPP9	0.05696	0.16351	0.08332	0.05808	0.14676	0.10575	0.05065	0.09379	0.15195	0.17076	0.0469	0.08868	0.13319	0.03949
DPP9-AS1	0	0.00041	0.00055	0.00069	0.00092	0.00193	0	0	0	0	0.00312	0	0	0
MIR7-3HG	0.00085	0.00094	0	0.00036	0.02048	0.00752	0.00135	0.00059	0.00053	0.00129	0	0	0	0
AC005523.3	0	8e-04	0	0.00022	0.00105	0	0.00132	0	0.00294	0	0	0	0.00402	0.01161
FEM1A	0.02672	0.04286	0.02623	0.04751	0.06738	0.03428	0.02854	0.04497	0.05445	0.04285	0.04843	0.03712	0.07258	0.03772
AC005523.2	0.00491	0.01215	0.01657	0.02783	0.01533	0.00956	0.02342	0.0192	0.02192	0.00656	0.0198	0.01922	0.02883	0.04504
TICAM1	0.07974	0.06093	0.08231	0.03929	0.06778	0.03828	0.03175	0.03313	0.0662	0.06039	0.05937	0.09818	0.06058	0.0086
CTC-518P12.6	0.00149	0.00321	0.00149	0.00027	0.00127	0	0.00278	0.00725	0.00047	0.00106	0	0.00259	0.00429	0
PLIN3	0.21944	0.25138	0.23945	0.05575	0.27874	0.10753	0.12984	0.26809	0.40292	0.2544	0.10486	0.33618	0.1444	0.12537
ARRDC5	0.00705	0.00908	0.00507	0.00555	0.00042	0.00083	0.00243	0	0	0.01404	0.01083	0.00704	0.00697	0.01797
UHRF1	0.00585	0.07271	0.00347	0.00214	0.02314	0.00716	0.00386	0.03333	0.20117	0.00568	0	0.00791	0.00769	0
KDM4B	0.06878	0.06624	0.08722	0.05175	0.07036	0.05196	0.08481	0.07125	0.06009	0.09675	0.40081	0.08353	0.12709	0.07431
PTPRS	0.00429	0.0036	0.00246	0.00508	0.18459	0.11663	0.0029	0.13957	0.00443	0.00322	0.02631	0.00066	0.00393	0
CTC-482H14.5	0.00091	0.00051	0	0.00028	0.00038	0	0	0.00172	0	0	0.00322	0.00238	0	0
LLNLR-304G9.1	0	0	0	0.00031	0.00269	0.00088	0	0	0.00056	0	0.00087	0	0	0
TINCR	0	3e-04	0	0.00205	0.00068	0	0.0013	0.00554	0	0.00224	0	0.00202	0.00979	0.01765
SAFB2	0.12558	0.1513	0.14356	0.23868	0.11085	0.12068	0.20693	0.20443	0.23529	0.13458	0.20102	0.16081	0.27093	0.1792
SAFB	0.12044	0.16576	0.15525	0.15053	0.17973	0.10248	0.16847	0.18738	0.26395	0.14462	0.13229	0.15489	0.20019	0.13569
RPL36	3.01629	2.88167	3.06741	2.96518	3.33476	2.25645	3.20703	2.90304	2.92873	2.82886	2.98642	3.04829	2.86147	3.01724
C19orf70	0.60514	0.72331	0.66733	0.25543	0.80392	0.3274	0.40307	0.74781	0.69782	0.62403	0.26981	0.75333	0.51289	0.17782
HSD11B1L	0.02144	0.01784	0.00813	0.00576	0.06995	0.0295	0.00125	0.03972	0.0118	0.02262	0	0.0217	0.04038	0
LONP1	0.21722	0.13478	0.1195	0.04551	0.22167	0.13759	0.05579	0.08815	0.1906	0.17939	0.04827	0.18395	0.07399	0.00889
PRR22	0.00453	0.00609	0.00523	0.00302	0.0131	0.0142	0.00423	0	0.00599	0.00477	0.00392	0.00573	0.00105	0
