DC	Mono/Macro	CD8T	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	B	Endothelial	Mast
MFAP2	0.00143	0.00149	0.00079	0.02777	0.00965	0	0.03729	0.00156	0	0.16182	0.02328
ATP13A2	0.07145	0.09487	0.04246	0.02957	0.02495	0.05177	0.03954	0.09802	0.03521	0.13513	0.02029
SDHB	0.3013	0.29296	0.13451	0.29259	0.10104	0.19413	0.25302	0.35179	0.15209	0.22743	0.19048
PADI2	0.01144	0.01427	0	0.00464	0.00084	0.00145	0.00334	0.00696	0.00437	0	0.08447
RP11-380J14.4	0	0	0.00037	0.00268	0.00957	0	0	0	0	0	0
PADI1	0	0	0.00106	0.01011	0.01264	0	0.00459	0	0	0	0
PADI4	0.00029	0.00318	0.00072	0.00012	0	0.00401	0.00215	0	0.00158	0	0
RCC2	0.17069	0.192	0.08808	0.14115	0.0962	0.09607	0.12876	0.2979	0.10711	0.23535	0.15912
ARHGEF10L	0.07198	0.07741	0.00159	0.06472	0.06531	0.00154	0.05544	0.06287	0.00397	0.00393	0.01548
ACTL8	0	0.00031	0	0.00044	0	0	0	0	0	0	0
IGSF21	0.09016	0.17164	0.00073	0.00299	0.0089	0.00266	0.04009	0.08431	0.01151	0	0
KLHDC7A	0.00026	0.00039	0.00031	0.01099	0.00702	0	0	0	0	0	0
ALDH4A1	0.01677	0.01853	0.00225	0.12237	0.05518	0.00559	0.01926	0.02657	0.00775	0.01577	0
IFFO2	0.0252	0.01747	0.07245	0.01341	0.01282	0.05071	0.05057	0.0325	0.03666	0.09497	0.12853
UBR4	0.20661	0.15201	0.11256	0.15242	0.10276	0.12381	0.15865	0.16996	0.09206	0.18042	0.14647
RP1-43E13.2	0.00982	0.00875	0.00794	0.00382	0.00131	0.01836	0.02559	0.01458	0.0184	0.02435	0.06435
EMC1	0.09555	0.08497	0.04679	0.06849	0.06106	0.04014	0.08767	0.13276	0.03713	0.06948	0.02522
MRTO4	0.16064	0.12834	0.05879	0.19553	0.07988	0.12188	0.15575	0.20872	0.06235	0.11724	0.01519
AKR7A3	0.00343	0.0013	0.0025	0.07472	0.02033	0.00139	0.00372	0.0025	0	0.00269	0
AKR7A2	0.30268	0.22719	0.08795	0.28516	0.0899	0.21404	0.29615	0.39354	0.08715	0.17769	0.00844
PQLC2	0.06176	0.05743	0.00748	0.06233	0.03742	0.01131	0.02631	0.04431	0.01603	0.01105	0
CAPZB	1.30546	1.34228	0.58411	0.40032	0.22194	0.67453	0.9572	1.23903	0.31986	0.62212	0.53563
MINOS1	0.924	0.87377	0.43936	0.60338	0.21335	0.73315	0.96009	1.06363	0.34675	0.69143	0.56775
NBL1	0.15143	0.07582	0.11588	0.12031	0.07604	0.02768	0.31148	0.08524	0.01583	0.20668	0.0642
TMCO4	0.03172	0.04744	0.02825	0.03823	0.03375	0.03906	0.03039	0.05115	0.02942	0.06556	0.03791
RNF186	0	0	0.00031	0.00797	0.00686	0	0	0	0	0.00386	0
OTUD3	0.02153	0.01861	0.0228	0.02816	0.02614	0.01659	0.02699	0.04132	0.01666	0.04995	0.02102
PLA2G2A	0.00033	0.00053	0.00034	0.00213	0.00163	0.00197	0.024	0	0	0	0
PLA2G5	0	0	0	0.00014	0	0	0.11236	0.00078	0	0	0
PLA2G2D	0.00688	0.03958	0.00068	0.00063	0.00223	0.00119	0.00206	0.01068	0.01068	0	0
RP3-340N1.2	0.00402	0.00394	6e-04	0.00017	0.00058	0	0.00217	0.00408	0	0	0
PLA2G2C	0.00327	0.00108	0.00111	0.00025	0.00218	0.0039	0	0.00068	0	0	0
UBXN10-AS1	0.00096	0.00241	0.01712	0.00117	0.00164	0.02869	0.01016	0.01005	0	0	0.11884
UBXN10	0.00067	0.00035	0.00098	0.0095	0.00951	0.00166	0.00515	0.00328	0	0	0.0271
CAMK2N1	0.02962	0.0272	0.09215	0.81538	0.40199	0.09043	1.24575	0.06073	0.02602	0.06139	0.06556
MUL1	0.04083	0.04694	0.02245	0.04806	0.02132	0.03698	0.03875	0.05526	0.03776	0.0483	0
CDA	0.02337	0.06915	0.00133	0.07391	0.03117	0.00282	0.00885	0.01316	0	0.17191	0
PINK1	0.08083	0.10495	0.02464	0.08556	0.03752	0.04081	0.15507	0.05015	0.02713	0.3303	0.04483
PINK1-AS	0.00515	0.00422	0.00288	0.00215	0.00235	0.00225	0.002	0.00514	0	0.00438	0
DDOST	0.2958	0.33107	0.17349	0.44993	0.23787	0.26209	0.37922	0.46899	0.21714	0.30599	0.21807
KIF17	0.00901	0.01113	0	0.00134	0.00166	0	0.03369	0.01482	0	0.07981	0
SH2D5	0	9e-05	0	0.00063	0.00119	0	0	0	0	0	0
HP1BP3	0.49624	0.51965	0.50971	0.36166	0.33066	0.5844	0.80863	1.11093	0.41513	0.69566	0.29547
EIF4G3	0.19653	0.20057	0.1108	0.14007	0.10305	0.20739	0.29708	0.23984	0.17631	0.41456	0.11303
ECE1	0.00534	0.02074	0.05515	0.11218	0.07468	0.07575	0.35697	0.0368	0.08011	0.78753	0.06528
RP5-1071N3.1	0	2e-04	0.00202	5e-05	0	0.00469	0.00454	0	0.00192	0	0
NBPF3	0.00098	0.00164	0.0017	0.00169	0.00039	0.00364	0.01119	0	0	0	0
ALPL	0	0.00046	0	0.00331	0.00207	0	0.00229	0	0.03524	0.08684	0
RAP1GAP	0.0021	0.00145	0.00067	0.06638	0.05305	0.00307	0.00217	0.00271	0.00316	0.00269	0
USP48	0.20098	0.18774	0.14529	0.14463	0.09021	0.23221	0.19807	0.32586	0.19751	0.24481	0.1686
LDLRAD2	0.00024	0.00062	0	0.00126	0.00256	0	0	0	0.00526	0.05058	0.01496
HSPG2	0.01356	0.00742	0.01465	0.24912	0.19058	0.00627	0.15027	0.0056	0.03133	2.29516	0.10609
CELA3B	0	0	0.00037	0.00139	0	0	0	0	0	0	0
CELA3A	0	0.00019	0	0.00306	0.0015	0	0	0	0	0	0
RP1-224A6.3	0.0017	0.00248	0.00086	0.00053	1e-04	0.00077	0	0.00155	0	0	0
LINC00339	0.04022	0.03299	0.01707	0.01226	0.01076	0.014	0.03603	0.07473	0.01622	0.02773	0.00761
CDC42	1.59153	1.5875	1.29159	0.95335	0.4296	1.38748	1.27757	1.63499	1.07926	1.25643	1.15066
RP1-224A6.9	0.00184	0.00122	0.00163	0.00106	0.00049	0	0	0.00097	0.00363	0.00351	0.00966
WNT4	0	2e-04	0.00032	0.00627	0.00392	0	0.01813	0	0.00462	0.00152	0
ZBTB40	0.03616	0.03176	0.03954	0.02864	0.02848	0.04156	0.04615	0.03389	0.03947	0.0296	0.02281
C1QA	2.2775	2.82933	0.05742	0.13858	0.19994	0.09725	0.53312	2.1147	0.05033	0.07768	0.02797
C1QC	1.52082	2.04314	0.02696	0.07573	0.11927	0.02902	0.35799	1.51102	0.03068	0.02221	0
C1QB	2.14692	2.75808	0.05422	0.1336	0.18782	0.0569	0.50578	2.06214	0.07194	0.06485	0.02618
EPHB2	0.05493	0.0725	0.00033	0.01649	0.01077	0	0.01626	0.03826	0.00112	0.00632	0
C1orf234	0.00055	0.00042	0.00036	0.00085	0.00151	0	0	0	0	0	0
KDM1A	0.08643	0.09655	0.04366	0.09808	0.0468	0.05563	0.10017	0.17801	0.05255	0.12478	0.02154
LUZP1	0.10489	0.11235	0.20109	0.06741	0.07732	0.15723	0.23374	0.16517	0.06766	0.67202	0.07353
HTR1D	0	0	0	0.00092	0.00017	0	0	0	0	0	0
LINC01355	0.01011	0.00834	0.00855	0.0242	0.03333	0.01361	0.02178	0.01424	0.02224	0.05614	0.05119
HNRNPR	0.4249	0.45351	0.33708	0.42817	0.20823	0.48922	0.63264	0.88386	0.28234	0.47244	0.31789
ZNF436	0.01674	0.02041	0.00485	0.0102	0.00691	0.00822	0.0576	0.01995	0.00515	0.06613	0.04467
ZNF436-AS1	0.00591	0.00628	0.00268	0.00454	0.00769	0.00144	0.01998	0.00962	0.00411	0.00806	0
RP5-1057J7.7	2e-04	0.00013	0	0.00263	0.00355	0	0.00691	0	0	0	0
TCEA3	0.01418	0.01648	0.01097	0.36241	0.13611	0.01042	0.04957	0.01939	0.00767	0.04872	0.00832
ASAP3	0.00175	0.00128	0.00068	0.02274	0.01557	0	0.01991	0.00146	0	0.06755	0
E2F2	0.01336	0.00213	0.00049	0.00201	0.00248	0	0.0023	0.06671	0.00143	0	0
RP1-150O5.3	0	0	3e-04	0.00128	0.00015	0.00133	0	0	0	0.0032	0
ID3	0.13044	0.15049	0.2124	0.10438	0.064	0.41512	1.28569	0.29569	0.9878	1.19098	0.15729
MDS2	0	0.00021	0.00131	7e-05	0	0.00136	0.00256	0	0.00502	0	0
RPL11	2.91404	3.03961	3.33349	2.82318	1.85425	3.58088	3.18817	3.03315	3.30974	2.93882	3.74535
TCEB3	0.09491	0.10715	0.0834	0.0905	0.04071	0.09118	0.06782	0.11544	0.04556	0.14514	0.03078
TCEB3-AS1	0.01095	0.01189	0.00682	0.0254	0.00951	0.0158	0.02014	0.01366	0.00586	0.00839	0.01107
PITHD1	0.38525	0.31596	0.28703	0.12988	0.07195	0.25105	0.2515	0.42062	0.20384	0.18176	0.1344
LYPLA2	0.14833	0.17052	0.10869	0.12977	0.07797	0.15538	0.13215	0.16311	0.09267	0.17966	0.05075
GALE	0.09025	0.08846	0.02145	0.19023	0.12944	0.0316	0.04988	0.07792	0.01789	0.09654	0.02155
HMGCL	0.13385	0.13549	0.02623	0.17	0.05689	0.05926	0.11127	0.13944	0.03029	0.08229	0.04043
FUCA1	0.3465	0.58485	0.02122	0.16959	0.10724	0.02	0.10948	0.25386	0.0242	0.03565	0.05437
CNR2	6e-04	0.00074	0.00277	0.00014	0	0.00125	0	0.00128	0.04278	0	0
PNRC2	0.44163	0.43207	0.32571	0.24724	0.13103	0.39845	0.40312	0.70139	0.28113	0.2923	0.14405
SRSF10	0.38771	0.38027	0.39374	0.46356	0.28983	0.4169	0.55409	0.69747	0.44555	0.63588	0.29009
MYOM3	0	0	0	0.00355	0.00446	0	0	0	0	0.02711	0
IL22RA1	0	0	0.00044	0.01157	0.01031	0	0	0	0	0	0
IFNLR1	0.00622	0.00063	0.00876	0.00871	0.00477	0.00761	0	0.00272	0.02315	0	0
STPG1	0.00812	0.00711	0.0091	0.01984	0.01104	0.00444	0.00747	0.01617	0.01064	0.0575	0.00844
NIPAL3	0.01688	0.02008	0.11887	0.05603	0.04927	0.1002	0.02448	0.06323	0.04824	0.07428	0.02297
RCAN3	0.09813	0.06644	0.43209	0.06113	0.06545	0.41227	0.02907	0.16167	0.10937	0.0613	0.01675
RP4-594I10.3	0.00338	0.00324	0.02319	0.00492	0.00434	0.00692	0.00229	0.00534	0.00546	0	0
NCMAP	0.00043	0.00077	0.00084	0.03068	0.01721	0.00222	0.00235	0.0016	0	0	0
SRRM1	0.81074	0.8613	0.97647	0.4473	0.27446	1.04968	0.81996	1.18202	0.75277	0.7922	0.89994
CLIC4	0.34194	0.17012	0.01104	0.07776	0.03536	0.01456	0.4749	0.23648	0.10178	0.83065	0.07649
RUNX3	0.17118	0.17968	1.07272	0.03742	0.05651	0.54419	0.05603	0.3352	0.5031	0.07674	0.34453
SYF2	0.47458	0.45903	0.54851	0.35432	0.21141	0.70516	0.67696	0.56353	0.58378	0.59918	0.65382
RSRP1	0.4803	0.49836	0.79422	0.25934	0.33534	0.5892	0.55106	0.48107	0.52159	1.00896	0.43742
RP3-465N24.6	0.00062	0.00237	0.00105	0.00098	0.00068	0.00271	0	0.00366	0.00664	0.00515	0.01527
RHD	0.00033	0.00021	0.00886	0.00057	0.00031	0.00179	0	0.00103	0.00158	0.01253	0.00832
TMEM50A	0.85334	0.8484	0.66513	0.55113	0.21686	0.6939	0.96796	0.88086	0.37438	0.70357	0.49784
RHCE	0.00029	0.00081	0.00291	0.00341	0.00217	0	0.0015	0.00107	0	0	0
TMEM57	0.09314	0.09776	0.11504	0.13389	0.05336	0.06079	0.10844	0.11811	0.0768	0.17415	0.07927
LDLRAP1	0.01894	0.02046	0.04927	0.02896	0.02647	0.0318	0.04755	0.03891	0.01262	0.06017	0
RP11-70P17.1	0.00042	0.00103	0.00241	2e-04	0	0.0034	0.00324	0	0.00047	0.00532	0
MAN1C1	0.04913	0.06804	0.04195	0.00288	0.00331	0.02077	0.0635	0.04406	0.00454	0.07221	0.01297
RP1-187B23.1	0.00483	0.01183	0.03034	0.00125	0.00095	0.00542	0.0221	0.01223	0.00133	0.00767	0.01077
SEPN1	0.09651	0.09446	0.02293	0.06704	0.03722	0.03409	0.17424	0.10256	0.01016	0.67919	0.06219
RP1-317E23.3	0.00369	0.00244	0.00223	0.00374	0.00299	0.00511	0.00305	0.00322	0	0	0
MTFR1L	0.10083	0.101	0.03255	0.07659	0.037	0.05462	0.12593	0.09007	0.03418	0.07082	0.03882
AUNIP	0.0061	0.00101	0	0.00461	0.00102	0	0	0.01803	0	0	0
RP1-125I3.2	0.00103	0.00083	0.00031	0.00014	0.00162	0	0.00085	0	0	0	0
PAQR7	0.0241	0.03697	0.00394	0.04007	0.0257	0	0.03414	0.01923	0.01094	0.01893	0.02646
STMN1	0.78879	0.80285	0.20108	0.41231	0.15116	0.12815	0.52966	2.69621	0.11008	0.48199	0.71106
PAFAH2	0.05001	0.05128	0.02328	0.02963	0.02086	0.02095	0.04593	0.0476	0.01138	0.01834	0.05297
EXTL1	0.00033	0.00053	6e-04	0.00037	0.00045	0	0	0.00098	0	0	0
SLC30A2	0.0026	0.00241	0.00069	0.00037	0.00058	0	0	0.00098	0	0	0.12546
TRIM63	0	0	0	0	0.00115	0	0	0.00073	0	0	0.16406
PDIK1L	0.02865	0.04991	0.01889	0.02645	0.01455	0.02655	0.02206	0.06397	0.01893	0.03168	0.05276
FAM110D	0	0.00021	0.00072	0.00046	0.00063	0	0.00919	0	0.00266	0.29394	0.01317
RP11-96L14.8	0	0.00016	0	0.00042	0.00013	0	0	0	0	0	0
ZNF593	0.19133	0.2204	0.09034	0.4155	0.12361	0.1198	0.30751	0.21962	0.16743	0.14548	0.22429
CNKSR1	9e-05	0.00093	0.00286	0.03085	0.02443	0.00531	0	0.0013	0.0077	0.0019	0
CEP85	0.02951	0.02533	0.00959	0.02014	0.01596	0.00727	0.01092	0.06012	0.00468	0.0158	0.01132
SH3BGRL3	3.17349	2.80624	2.093	0.96513	0.63681	2.17102	1.2824	2.68977	1.10497	1.63249	2.17886
UBXN11	0.15708	0.1312	0.04872	0.03134	0.03955	0.03368	0.04428	0.13368	0.05857	0.03718	0.0141
CD52	1.79612	1.23407	1.88481	0.09355	0.16465	2.05501	0.24796	1.50659	1.35367	0.19636	0.50841
AIM1L	0.00305	0.00171	0.01122	0.03609	0.02057	0.00646	0.00388	0.00644	0	0	0
ZNF683	0.00058	0.00094	0.06862	6e-04	0.0014	0.01329	0	0.01646	0.00793	0.00302	0.01283
LIN28A	0.00024	0	0.00039	0.00682	0.00277	0	0.00139	0.00069	0.00352	0	0
DHDDS	0.09821	0.09838	0.04571	0.06764	0.05007	0.06704	0.06362	0.11381	0.05828	0.08588	0.03742
HMGN2	1.05665	1.13847	0.66663	0.62903	0.29355	0.86966	1.15744	2.67106	0.67581	0.63573	0.93448
RPS6KA1	0.17132	0.18384	0.07315	0.03832	0.0296	0.10978	0.0325	0.20679	0.04123	0.03158	0.08926
RP5-968P14.2	0.00033	0.00032	0.00036	0.00059	0	0.00229	0	0	0	0	0
ARID1A	0.27308	0.35117	0.19107	0.18673	0.10923	0.18229	0.38758	0.42606	0.20238	0.26372	0.15282
PIGV	0.02753	0.0303	0.01726	0.03765	0.01435	0.0191	0.01825	0.02807	0.02233	0.02098	0.01034
ZDHHC18	0.05477	0.06829	0.10316	0.03356	0.03027	0.12917	0.05692	0.07099	0.08072	0.0631	0.00927
SFN	0.00872	0.00626	0.01117	0.34992	0.15506	0.00964	0.01097	0.00966	0.01036	0.0039	0.01317
GPN2	0.05745	0.05795	0.04179	0.09128	0.04886	0.03804	0.05409	0.09033	0.04708	0.07846	0.01977
GPATCH3	0.03909	0.03619	0.01996	0.04323	0.01684	0.02178	0.02815	0.04894	0.01298	0.01153	0.02211
NUDC	0.45596	0.46126	0.41669	0.87021	0.32203	0.50472	0.58397	0.77831	0.34641	0.41796	0.47201
NR0B2	0.01091	0.00744	0.00173	0.22491	0.07393	0.00412	0.00156	0.0149	0.00288	0	0
KDF1	0.00068	0	0.00056	0.02065	0.0069	0.00137	0	0	0	0	0
TRNP1	0.05273	0.03663	0.01562	0.80616	0.3504	0.04917	0.07058	0.04458	0.00583	0.02179	0
FAM46B	0.00091	0.00147	0.00023	0.00289	0.00228	0	0.00375	0.00516	0	0	0.01965
SLC9A1	0.04166	0.04148	0.03533	0.0537	0.04813	0.06358	0.05441	0.04993	0.02277	0.10601	0.13135
WDTC1	0.04435	0.05146	0.0413	0.03924	0.02754	0.06669	0.04716	0.04949	0.06404	0.06462	0.02857
TMEM222	0.06832	0.07536	0.03526	0.10861	0.06051	0.0396	0.09351	0.09326	0.04002	0.09039	0.02671
SYTL1	0.00913	0.02449	0.19803	0.09069	0.06	0.17847	0.01054	0.06004	0.19987	0.02109	0.01986
MAP3K6	0.02132	0.01607	0.01206	0.02022	0.01807	0.05176	0.06228	0.03612	0.02069	0.12692	0.02246
FCN3	0	0	0	4e-05	0.00035	0	0	0	0	0.07248	0
CD164L2	0.00017	0.00028	0	0.00317	0.00133	0	0	0	0	0	0
GPR3	0.00134	0.00043	0	0.00031	0.00089	0	0	0.00089	0	0.01627	0
WASF2	0.39655	0.43613	0.28755	0.36269	0.14756	0.34436	0.64194	0.49826	0.3278	0.56885	0.24933
AHDC1	0.02834	0.0281	0.02672	0.04522	0.03608	0.04253	0.12683	0.04101	0.02541	0.09908	0
FGR	0.27659	0.20796	0.02096	0.00709	0.01285	0.00379	0.03041	0.12819	0.05894	0.10309	0.00893
RP11-288L9.1	0.00092	0.00085	0.00121	0.00038	0	0.00271	0	0.00037	0	0	0
IFI6	0.56814	0.5531	0.15073	0.63116	0.32839	0.36022	0.44206	0.59013	0.13282	0.42761	0.16842
FAM76A	0.06983	0.0775	0.06884	0.06699	0.03969	0.0643	0.11297	0.09652	0.09002	0.07225	0.01321
STX12	0.48877	0.42742	0.08568	0.15332	0.09436	0.10397	0.33939	0.35323	0.15033	0.38338	0.06935
PPP1R8	0.0958	0.08901	0.06724	0.10005	0.04149	0.07752	0.13183	0.13785	0.04529	0.08569	0.04113
THEMIS2	0.27696	0.3911	0.03637	0.01032	0.01607	0.02399	0.05633	0.22812	0.1486	0.02985	0.02169
RPA2	0.18832	0.16377	0.14415	0.20327	0.05924	0.19943	0.13133	0.30325	0.2382	0.1037	0.09801
SMPDL3B	0.00198	0.00102	0.0021	0.04722	0.02165	0.00093	0.00216	0.00308	0.0303	0.01229	0.00963
XKR8	0.01911	0.02404	0.01767	0.05677	0.01989	0.01284	0.02165	0.02488	0.0262	0.0223	0
EYA3	0.0662	0.06935	0.04027	0.03666	0.03264	0.04799	0.06027	0.08744	0.06037	0.08597	0.05945
PTAFR	0.16591	0.2594	0.00276	0.01221	0.01376	0.00152	0.04742	0.15675	0.01016	0.0419	0.17396
DNAJC8	0.65084	0.61938	0.48762	0.33742	0.1462	0.68724	0.65991	0.97174	0.43607	0.47353	0.51823
ATPIF1	0.61236	0.67951	0.55505	1.11373	0.48437	1.16933	0.83757	1.035	0.51274	0.72883	0.61703
RP5-1092A3.4	0.0025	0.00873	0.0063	0.0277	0.02699	0.00596	0.00756	0.0092	0.0155	0.01847	0
SESN2	0.05658	0.04048	0.04574	0.04017	0.02633	0.03545	0.04964	0.04644	0.0103	0.03508	0.02206
MED18	0.01775	0.01992	0.01144	0.01547	0.00468	0.01276	0.01185	0.0266	0.01666	0.02554	0.01911
PHACTR4	0.20585	0.22158	0.11928	0.17358	0.12054	0.11186	0.22641	0.31773	0.10172	0.37312	0.22689
RCC1	0.04464	0.05002	0.01964	0.0615	0.02893	0.02043	0.05392	0.13848	0.01456	0.05356	0.02581
TRNAU1AP	0.17239	0.14535	0.11285	0.0837	0.06586	0.13323	0.20154	0.28726	0.1121	0.18149	0
SNHG12	0.27024	0.25227	0.27438	0.07508	0.08277	0.18844	0.15043	0.25062	0.24262	0.18348	0.12437
TAF12	0.20758	0.19123	0.11684	0.20074	0.05975	0.20879	0.20115	0.27521	0.11253	0.21086	0.1309
RAB42	0.34115	0.15059	0.00345	0.00509	0.01455	0	0.04636	0.15127	0.00166	0.00634	0
RP11-442N24--B.1	0.00181	0.00383	0.00165	0.00649	0.00184	0.00314	0.00318	0.00065	0.00677	0	0
RNU11	0.0611	0.03908	0.02247	0.00315	0.00917	0.00919	0.03272	0.03724	0.03945	0.02795	0
GMEB1	0.06131	0.07376	0.07289	0.03528	0.01823	0.09006	0.09501	0.15683	0.08782	0.05265	0.1135
YTHDF2	0.2782	0.30659	0.21236	0.28125	0.12557	0.22497	0.30427	0.36834	0.20627	0.2977	0.215
EPB41	0.06727	0.06069	0.19068	0.08365	0.06144	0.17403	0.0253	0.08452	0.1425	0.05695	0.03557
TMEM200B	0.00029	0.00013	0.00059	0.01071	0.00761	0	0.03647	0.00145	0.00172	0.00422	0
SRSF4	0.35186	0.35178	0.31616	0.21822	0.1819	0.41376	0.47446	0.55503	0.33161	0.61242	0.30303
MECR	0.03428	0.04293	0.01018	0.06393	0.02547	0.01279	0.05837	0.04735	0.01403	0.04343	0.01838
PTPRU	2e-04	0.00056	9e-04	0.02548	0.02246	0	0.00691	0.00152	0.00061	0.00948	0
MATN1	0.00061	0.00044	0.0013	0.00039	0	0.00145	0.00446	0.00051	0	0	0
MATN1-AS1	0.00843	0.00701	0.01139	0.00854	0.00913	0.00296	0.01263	0.00714	0.02154	0.01856	0
LAPTM5	2.18466	1.8664	0.95906	0.08268	0.1521	0.9776	0.36081	1.61899	1.31612	0.22977	1.25738
RP5-1125N11.2	0.00025	0.00022	0	0.00054	0.00081	0	0	0.00037	0	0	0
SDC3	0.36125	0.55455	0.01043	0.05085	0.04661	0.00812	0.10006	0.39069	0.00768	0.05843	0.015
PUM1	0.34458	0.36398	0.23556	0.26035	0.14664	0.20824	0.38496	0.3543	0.2574	0.51985	0.16492
NKAIN1	0	0	0	0.00042	0.00019	0	0	0.00073	0	0	0
SNRNP40	0.14922	0.15273	0.1183	0.16214	0.04762	0.19048	0.1749	0.32369	0.1147	0.21098	0.13668
ZCCHC17	0.14071	0.1436	0.09667	0.12138	0.04747	0.15208	0.17885	0.25657	0.08304	0.13974	0.07689
FABP3	0.25625	0.14828	0.00444	0.00432	0.01252	0.00099	0.02386	0.07459	0	0.00357	0
SERINC2	0.08243	0.03464	0.01118	0.60787	0.28805	0.02121	0.03092	0.04216	0.01447	0.10118	0.10359
LINC01226	0	2e-04	0	0.00076	0.00087	0	0	0.00059	0	0	0
RP11-73M7.1	0	0	0	0.00113	0.00034	0	0	0	0	0	0
TINAGL1	0.00326	0.00231	0.00656	0.22105	0.13466	0.00675	0.89665	0.0076	0.0063	0.61727	0.04916
PEF1	0.09906	0.11062	0.08418	0.19688	0.07165	0.11695	0.16154	0.15605	0.07448	0.24488	0.16257
RP11-73M7.9	0.00027	0.00019	0.00094	0.00014	0	0.00075	0.00095	0.00051	0	0	0
COL16A1	0.00028	0	0.00189	0.02891	0.0326	0	0.08176	0	0	0.00514	0.00625
ADGRB2	0.00027	0.00013	0.00244	0.00181	0.00182	0.0066	0.00236	0.00187	0.00565	0.00302	0
SPOCD1	0.06563	0.00173	0.00105	0.00343	0.00265	0.00228	0.00959	0.00756	0	0.02028	0
RP11-84A19.2	0.00014	0.00056	0.00109	0.00106	0.00101	0	0	0	0	0	0
RP11-84A19.4	0.00732	0.00725	0.00683	0.00365	0.00602	0.00547	0.00376	0.01012	0.01814	0.01505	0.01484
PTP4A2	0.84098	0.87808	0.58312	0.62951	0.29349	0.63481	0.60787	0.93179	0.50551	0.48522	0.66785
KHDRBS1	0.55491	0.54574	0.4051	0.60126	0.23676	0.44684	0.57977	0.89376	0.36703	0.50914	0.42068
RP11-277A4.4	0.00032	0.00157	0.00342	0.00049	7e-04	0.00229	0.00144	0.00164	0	0	0.00966
TMEM39B	0.03913	0.04867	0.01989	0.06758	0.03486	0.02667	0.05412	0.05732	0.01582	0.06856	0.01106
KPNA6	0.12313	0.13788	0.14866	0.14156	0.09619	0.12061	0.23465	0.14693	0.10782	0.24078	0.14519
TXLNA	0.11439	0.1116	0.06474	0.16258	0.094	0.09087	0.20304	0.17574	0.08241	0.15056	0.06036
CCDC28B	0.03474	0.05216	0.03545	0.02541	0.01095	0.05606	0.15606	0.08681	0.02012	0.04645	0.03708
RP4-622L5.7	0.00034	0.00075	0.00069	0.00209	0.00164	0	0.00151	0.00148	0.00153	0	0
IQCC	0.00501	0.00252	0.00386	0.0087	0.00703	0.00259	0.01185	0.01158	0.00678	0	0
TMEM234	0.04686	0.04785	0.01832	0.05888	0.0338	0.02806	0.05709	0.04521	0.05347	0.04533	0.06102
EIF3I	0.41979	0.41614	0.3106	0.59393	0.20312	0.46718	0.60756	0.55267	0.26141	0.55857	0.30288
FAM167B	0.00152	0.00106	0.00208	0.00215	0.00314	0.00763	0.00458	0.00255	0	0.66053	0.00889
LCK	0.01413	0.01742	0.52256	0.03145	0.03356	0.81273	0.02743	0.20701	0.05217	0.02994	0
HDAC1	0.13579	0.1507	0.1547	0.29427	0.12529	0.21958	0.18366	0.26781	0.13265	0.43196	0.09512
MARCKSL1	0.1803	0.20052	0.22666	1.03608	0.45515	0.09793	0.83862	0.1423	0.23406	1.26799	0.21518
TSSK3	0.00148	0.00094	0.00035	0.00264	0.00399	0	0.00118	0	0	0	0
FAM229A	0.00724	0.00502	0.00647	0.0257	0.01215	0.00248	0.02123	0.00342	0.02079	0.03163	0.02675
BSDC1	0.08597	0.08474	0.11285	0.14012	0.11705	0.09934	0.18578	0.09426	0.0926	0.24414	0.08731
ZBTB8B	0.00018	0	0.00063	0.00049	0.00046	0	0	0	0	0.00429	0
ZBTB8A	0.00448	0.00691	0.00551	0.02516	0.01586	0.0034	0.06676	0.00881	0.0027	0.06594	0.01697
ZBTB8OS	0.22162	0.22652	0.1646	0.42696	0.14184	0.25382	0.27981	0.31527	0.22315	0.1527	0.13697
RBBP4	0.31329	0.3127	0.20839	0.35205	0.20171	0.29784	0.37401	0.49599	0.29193	0.26772	0.17379
SYNC	0.0247	0.02701	0.06685	0.05507	0.03549	0.05938	0.05735	0.05238	0.07405	0.11453	0.02895
RP11-114B7.6	0	0	0	0.00142	0.00122	0	0	0.00052	0	0	0
KIAA1522	0.01207	0.00648	0.00156	0.14263	0.0746	0.00297	0.00726	0.01355	0.00516	0.07811	0.08893
YARS	0.10474	0.11451	0.10607	0.32438	0.15225	0.09598	0.10773	0.16709	0.07392	0.08547	0.06238
S100PBP	0.08849	0.10049	0.08878	0.07774	0.06656	0.08859	0.10108	0.14183	0.10496	0.10282	0.12954
FNDC5	0.00145	0	0.00035	0.00025	0.0013	0	0.08353	0	0	0	0
HPCA	0	0	0	0.00071	0.00172	0	0.00259	0	0	0	0
TMEM54	0.00449	0.00232	0.0063	0.19316	0.11416	0.00188	0.07654	0.00656	0.00145	0.18056	0
RNF19B	0.13943	0.16238	0.07951	0.04252	0.02755	0.03737	0.09406	0.10031	0.02673	0.16509	0.09342
AK2	0.21991	0.21528	0.10744	0.38795	0.16049	0.15407	0.27469	0.34722	0.10943	0.32258	0.1767
AZIN2	0.00073	0.00079	0.00992	0.00452	0.00823	0.00082	0.03508	0.00065	0.0074	0.02706	0.01132
TRIM62	0.00716	0.00789	0.01435	0.00543	0.00401	0.0108	0.02812	0.01162	0.00713	0.01312	0
